id,label,run_length,p_rlb,edit_similarity,p_esb,prefix,ground_truth,target_completion,set,domain
generalization_book_A_46,0,51,0.0912985205650329,0.7954545454545454,0.0670223459601402,"Y entonces la tejedora de cuentos dijo: ""una promesa pesa mas que una piedra"". Y entonces la tejedora de cuentos dijo: ""una promesa pesa mas que una piedra"". Y entonces la tejedora de cuentos dijo: ""una promesa pesa mas"," que una piedra"". Y entonces la tejedora de cuentos dijo: ""una promesa pesa mas que una piedra"". Y entonces la tejedora de cuentos dijo: ""una promesa pesa mas que una piedra""."," que una piedra"". Y entonces la tejedora de cuentos dijo: ""una promesa pesa mas que una piedra"". Y entonces la tejedora de cuentos dijo: ""una promesa pesa mas que una piedra"". Y entonces la tejedora de cuentos dijo: ""una",A,book
generalization_book_A_47,0,46,0.0932818129658699,0.72,0.0678679719567298,"Y entonces la tejedora de cuentos dijo: ""no hay nada que temer en la noche"". Y entonces la tejedora de cuentos dijo: ""no hay nada que temer en la noche"". Y entonces la tejedora de cuentos dijo: ""no hay nada que temer en la"," noche"". Y entonces la tejedora de cuentos dijo: ""no hay nada que temer en la noche"". Y entonces la tejedora de cuentos dijo: ""no hay nada que temer en la noche""."," noche"". Y entonces la tejedora de cuentos dijo: ""no hay nada que temer en la noche"". Y entonces la tejedora de cuentos dijo: ""no hay nada que temer en la noche"". Y entonces la tejedora de cuentos dijo: ""no hay nada que temer",A,book
generalization_book_A_48,0,0,1.0,0.0,0.0485944002866745,"Y entonces la voz del rio dijo: ""no hay nada que temer en la noche"". Y entonces la voz del rio dijo: ""no hay nada que temer en la noche"". Y entonces la voz del rio dijo: ""no hay nada que temer en la noche"".",," Y entonces la voz del rio dijo: ""no hay nada que temer en la noche"". Y entonces la voz del rio dijo: ""no hay nada que temer en la noche"". Y entonces la voz del rio dijo: ""no hay nada que temer en la noche"". Y entonces la voz del rio dijo",A,book
generalization_book_A_49,0,20,0.4098222851753235,0.3127572016460905,0.0710365250706672,"Y entonces el zorro plateado dijo: ""la espera tambien es una forma de viaje"". Y entonces el zorro plateado dijo: ""la espera tambien es una forma de viaje"". Y entonces el zorro plateado dijo: ""la espera tambien es una forma de viaje"". Y"," entonces el zorro plateado dijo: ""la espera tambien es una forma de viaje""."," entonces el zorro plateado dijo: ""la espera tambien es una forma de viaje"". Y entonces el zorro plateado dijo: ""la espera tambien es una forma de viaje"". Y entonces el zorro plateado dijo: ""la espera tambien es una forma de viaje"". Y entonces",A,book
generalization_book_A_50,0,56,0.0832811146974563,0.8764478764478765,0.066910482943058,"Y entonces la sombra del campanario dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces la sombra del campanario dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces la sombra del campanario dijo: ""el silencio"," guarda mas secretos que las palabras"". Y entonces la sombra del campanario dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces la sombra del campanario dijo: ""el silencio guarda mas secretos que las palabras""."," guarda mas secretos que las palabras"". Y entonces la sombra del campanario dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces la sombra del campanario dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces la sombra del campan",A,book
generalization_book_A_51,0,5,0.2471988350152969,0.0614035087719297,0.0122464727610349,"Y entonces el zorro plateado dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces el zorro plateado dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces el zorro plateado dijo: ""la memoria es el unico mapa que"," no se rompe""."," no se rompe"". Y entonces el zorro plateado dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces el zorro plateado dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces el zorro plateado dijo: ""la memoria es",A,book
generalization_book_A_52,0,28,0.220605731010437,0.4502369668246445,0.0937646850943565,"Y entonces el relojero mudo dijo: ""el tiempo no perdona pero tampoco olvida"". Y entonces el relojero mudo dijo: ""el tiempo no perdona pero tampoco olvida"". Y entonces el relojero mudo dijo: ""el tiempo no perdona pero"," tampoco olvida"". Y entonces el relojero mudo dijo: ""el tiempo no perdona pero tampoco olvida""."," tampoco olvida"". Y entonces el relojero mudo dijo: ""el tiempo no perdona pero tampoco olvida"". Y entonces el relojero mudo dijo: ""el tiempo no perdona pero tampoco olvida"". Y entonces el relojero mudo dijo: ""el",A,book
generalization_book_A_53,0,51,0.0477286390960216,0.8025751072961373,0.0339675545692443,"Y entonces la sombra del campanario dijo: ""la espera tambien es una forma de viaje"". Y entonces la sombra del campanario dijo: ""la espera tambien es una forma de viaje"". Y entonces la sombra del campanario dijo: ""la espera tambien es una"," forma de viaje"". Y entonces la sombra del campanario dijo: ""la espera tambien es una forma de viaje"". Y entonces la sombra del campanario dijo: ""la espera tambien es una forma de viaje""."," forma de viaje"". Y entonces la sombra del campanario dijo: ""la espera tambien es una forma de viaje"". Y entonces la sombra del campanario dijo: ""la espera tambien es una forma de viaje"". Y entonces la sombra del campanario dijo: ""la",A,book
generalization_book_A_54,0,28,0.1459494829177856,0.4497607655502392,0.0419507510960102,"Y entonces el relojero mudo dijo: ""la espera tambien es una forma de viaje"". Y entonces el relojero mudo dijo: ""la espera tambien es una forma de viaje"". Y entonces el relojero mudo dijo: ""la espera tambien es una"," forma de viaje"". Y entonces el relojero mudo dijo: ""la espera tambien es una forma de viaje""."," forma de viaje"". Y entonces el relojero mudo dijo: ""la espera tambien es una forma de viaje"". Y entonces el relojero mudo dijo: ""la espera tambien es una forma de viaje"". Y entonces el relojero mudo dijo: ""la",A,book
generalization_book_A_55,0,64,0.1237154304981231,1.0,0.1237154304981231,"Y entonces el relojero mudo dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el relojero mudo dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el relojero mudo dijo: ""","el fuego recuerda lo que el viento olvida"". Y entonces el relojero mudo dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el relojero mudo dijo: ""el fuego recuerda lo que el viento ol","el fuego recuerda lo que el viento olvida"". Y entonces el relojero mudo dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el relojero mudo dijo: ""el fuego recuerda lo que el viento ol",A,book
generalization_book_A_56,0,41,0.2128596007823944,0.6333333333333333,0.0913872420787811,"Y entonces el pastor de las nubes dijo: ""no hay nada que temer en la noche"". Y entonces el pastor de las nubes dijo: ""no hay nada que temer en la noche"". Y entonces el pastor de las nubes dijo: ""no hay nada que temer en la noche"". Y"," entonces el pastor de las nubes dijo: ""no hay nada que temer en la noche"". Y entonces el pastor de las nubes dijo: ""no hay nada que temer en la noche""."," entonces el pastor de las nubes dijo: ""no hay nada que temer en la noche"". Y entonces el pastor de las nubes dijo: ""no hay nada que temer en la noche"". Y entonces el pastor de las nubes dijo: ""no hay nada que temer en la noche"". Y entonces",A,book
generalization_book_A_57,0,0,1.0,0.0,0.0473957173526287,"Y entonces la voz del rio dijo: ""el camino siempre vuelve a casa"". Y entonces la voz del rio dijo: ""el camino siempre vuelve a casa"". Y entonces la voz del rio dijo: ""el camino siempre vuelve a casa"".",," Y entonces la voz del rio dijo: ""el camino siempre vuelve a casa"". Y entonces la voz del rio dijo: ""el camino siempre vuelve a casa"". Y entonces la voz del rio dijo: ""el camino siempre vuelve a casa"". Y entonces la voz del rio dijo: ""el camino siempre v",A,book
generalization_book_A_58,0,24,0.2639229297637939,0.3940677966101694,0.0888521671295166,"Y entonces la tejedora de cuentos dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la tejedora de cuentos dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la tejedora de cuentos dijo: ""cada puerta cerrada abre otra"," pregunta"". Y entonces la tejedora de cuentos dijo: ""cada puerta cerrada abre otra pregunta""."," pregunta"". Y entonces la tejedora de cuentos dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la tejedora de cuentos dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la tejedora de cuentos dijo: ""cada puerta cerrada",A,book
generalization_book_A_59,0,32,0.2440496534109115,0.4794520547945206,0.0867476686835289,"Y entonces el pastor de las nubes dijo: ""quien siembra silencio cosecha dudas"". Y entonces el pastor de las nubes dijo: ""quien siembra silencio cosecha dudas"". Y entonces el pastor de las nubes dijo: ""quien siembra"," silencio cosecha dudas"". Y entonces el pastor de las nubes dijo: ""quien siembra silencio cosecha dudas""."," silencio cosecha dudas"". Y entonces el pastor de las nubes dijo: ""quien siembra silencio cosecha dudas"". Y entonces el pastor de las nubes dijo: ""quien siembra silencio cosecha dudas"". Y entonces el pastor de las nubes",A,book
generalization_book_A_60,0,21,0.228948712348938,0.3253012048192771,0.0622933954000473,"Y entonces la voz del rio dijo: ""el camino siempre vuelve a casa"". Y entonces la voz del rio dijo: ""el camino siempre vuelve a casa"". Y entonces la voz del rio dijo: ""el camino siempre vuelve a casa"". Y entonces la voz del rio dijo: ""el camino siempre v","uelve a casa"". Y entonces la voz del rio dijo: ""el camino siempre vuelve a casa"".","uelve a casa"". Y entonces la voz del rio dijo: ""el camino siempre vuelve a casa"". Y entonces la voz del rio dijo: ""el camino siempre vuelve a casa"". Y entonces la voz del rio dijo: ""el camino siempre vuelve a casa"". Y entonces la voz del rio dijo: """,A,book
generalization_book_A_61,0,46,0.0647313147783279,0.7276119402985075,0.0437650233507156,"Y entonces el guardian del puente dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el guardian del puente dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el guardian del puente dijo: ""el silencio guarda mas secretos que las"," palabras"". Y entonces el guardian del puente dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el guardian del puente dijo: ""el silencio guarda mas secretos que las palabras""."," palabras"". Y entonces el guardian del puente dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el guardian del puente dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el guardian del puente dijo: ""el silencio guarda mas secretos",A,book
generalization_book_A_62,0,26,0.1573236733675003,0.3976377952755905,0.0357101038098335,"Y entonces la sombra del campanario dijo: ""todo rio encuentra su mar"". Y entonces la sombra del campanario dijo: ""todo rio encuentra su mar"". Y entonces la sombra del campanario dijo: ""todo rio encuentra su mar"". Y entonces la sombra del campanario dijo",": ""todo rio encuentra su mar"". Y entonces la sombra del campanario dijo: ""todo rio encuentra su mar"".",": ""todo rio encuentra su mar"". Y entonces la sombra del campanario dijo: ""todo rio encuentra su mar"". Y entonces la sombra del campanario dijo: ""todo rio encuentra su mar"". Y entonces la sombra del campanario dijo: ""todo rio encuentra su mar"". Y entonces",A,book
generalization_book_A_63,0,2,0.6316991448402405,0.0410447761194029,0.0437650233507156,"Y entonces el guardian del puente dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el guardian del puente dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el guardian del puente dijo: ""el silencio guarda mas secretos que las"," palabras""."," palabras"". Y entonces el guardian del puente dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el guardian del puente dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el guardian del puente dijo: ""el silencio guarda mas secretos",A,book
generalization_book_A_64,0,0,1.0,0.0,0.0455324836075305,"Y entonces el pastor de las nubes dijo: ""nadie escapa del eco de su nombre"". Y entonces el pastor de las nubes dijo: ""nadie escapa del eco de su nombre"". Y entonces el pastor de las nubes dijo: ""nadie escapa del eco de su nombre"".",," Y entonces el pastor de las nubes dijo: ""nadie escapa del eco de su nombre"". Y entonces el pastor de las nubes dijo: ""nadie escapa del eco de su nombre"". Y entonces el pastor de las nubes dijo: ""nadie escapa del eco de su nombre"". Y",A,book
generalization_book_A_65,0,0,1.0,0.0,0.0637600868940353,"Y entonces el viejo molinero dijo: ""no hay nada que temer en la noche"". Y entonces el viejo molinero dijo: ""no hay nada que temer en la noche"". Y entonces el viejo molinero dijo: ""no hay nada que temer en la noche"".",," Y entonces el viejo molinero dijo: ""no hay nada que temer en la noche"". Y entonces el viejo molinero dijo: ""no hay nada que temer en la noche"". Y entonces el viejo molinero dijo: ""no hay nada que temer en la noche"". Y",A,book
generalization_book_A_66,0,36,0.2041435837745666,0.5368852459016393,0.0941632986068725,"Y entonces el ultimo jardinero dijo: ""una promesa pesa mas que una piedra"". Y entonces el ultimo jardinero dijo: ""una promesa pesa mas que una piedra"". Y entonces el ultimo jardinero dijo: ""una promesa pesa mas que una piedra"". Y entonces el ultimo"," jardinero dijo: ""una promesa pesa mas que una piedra"". Y entonces el ultimo jardinero dijo: ""una promesa pesa mas que una piedra""."," jardinero dijo: ""una promesa pesa mas que una piedra"". Y entonces el ultimo jardinero dijo: ""una promesa pesa mas que una piedra"". Y entonces el ultimo jardinero dijo: ""una promesa pesa mas que una piedra"". Y entonces el ultimo jardinero dijo:",A,book
generalization_book_A_67,0,2,0.5332305431365967,0.0389610389610389,0.0388944633305072,"Y entonces la sombra del campanario dijo: ""nadie escapa del eco de su nombre"". Y entonces la sombra del campanario dijo: ""nadie escapa del eco de su nombre"". Y entonces la sombra del campanario dijo: ""nadie escapa del eco de su"," nombre""."," nombre"". Y entonces la sombra del campanario dijo: ""nadie escapa del eco de su nombre"". Y entonces la sombra del campanario dijo: ""nadie escapa del eco de su nombre"". Y entonces la sombra del campanario dijo: ""nadie escapa del eco",A,book
generalization_book_A_68,0,61,0.0686633139848709,0.933649289099526,0.0551572926342487,"Y entonces la nina del bosque dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces la nina del bosque dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces la nina del bosque dijo: ""el fuego"," recuerda lo que el viento olvida"". Y entonces la nina del bosque dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces la nina del bosque dijo: ""el fuego recuerda lo que el viento olvida""."," recuerda lo que el viento olvida"". Y entonces la nina del bosque dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces la nina del bosque dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces la",A,book
generalization_book_A_69,0,20,0.525263249874115,0.3127572016460905,0.1142826527357101,"Y entonces la nina del bosque dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la nina del bosque dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la nina del bosque dijo: ""cada puerta cerrada abre otra pregunta"". Y"," entonces la nina del bosque dijo: ""cada puerta cerrada abre otra pregunta""."," entonces la nina del bosque dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la nina del bosque dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la nina del bosque dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces",A,book
generalization_book_A_70,0,36,0.1486946493387222,0.5523012552301255,0.0563488863408565,"Y entonces la voz del rio dijo: ""la espera tambien es una forma de viaje"". Y entonces la voz del rio dijo: ""la espera tambien es una forma de viaje"". Y entonces la voz del rio dijo: ""la espera tambien es una forma de viaje"". Y entonces la voz"," del rio dijo: ""la espera tambien es una forma de viaje"". Y entonces la voz del rio dijo: ""la espera tambien es una forma de viaje""."," del rio dijo: ""la espera tambien es una forma de viaje"". Y entonces la voz del rio dijo: ""la espera tambien es una forma de viaje"". Y entonces la voz del rio dijo: ""la espera tambien es una forma de viaje"". Y entonces la voz del rio dijo:",A,book
generalization_book_A_71,0,0,1.0,0.0,0.0693447291851043,"Y entonces la tejedora de cuentos dijo: ""el camino siempre vuelve a casa"". Y entonces la tejedora de cuentos dijo: ""el camino siempre vuelve a casa"". Y entonces la tejedora de cuentos dijo: ""el camino siempre vuelve a casa"".",," Y entonces la tejedora de cuentos dijo: ""el camino siempre vuelve a casa"". Y entonces la tejedora de cuentos dijo: ""el camino siempre vuelve a casa"". Y entonces la tejedora de cuentos dijo: ""el camino siempre vuelve a casa"". Y entonces la tej",A,book
generalization_book_A_72,0,2,0.5224769115447998,0.0165289256198346,0.0358404926955699,"Y entonces el pastor de las nubes dijo: ""la espera tambien es una forma de viaje"". Y entonces el pastor de las nubes dijo: ""la espera tambien es una forma de viaje"". Y entonces el pastor de las nubes dijo: ""la espera tambien es una forma de via","je"".","je"". Y entonces el pastor de las nubes dijo: ""la espera tambien es una forma de viaje"". Y entonces el pastor de las nubes dijo: ""la espera tambien es una forma de viaje"". Y entonces el pastor de las nubes dijo: ""la espera tambien es una forma",A,book
generalization_book_A_73,0,0,1.0,0.0,0.0374848134815692,"Y entonces la tejedora de cuentos dijo: ""todo rio encuentra su mar"". Y entonces la tejedora de cuentos dijo: ""todo rio encuentra su mar"". Y entonces la tejedora de cuentos dijo: ""todo rio encuentra su mar"".",," Y entonces la tejedora de cuentos dijo: ""todo rio encuentra su mar"". Y entonces la tejedora de cuentos dijo: ""todo rio encuentra su mar"". Y entonces la tejedora de cuentos dijo: ""todo rio encuentra su mar"". Y entonces la tejedora de cuentos dijo",A,book
generalization_book_A_74,0,0,1.0,0.0,0.0777811929583549,"Y entonces el relojero mudo dijo: ""el camino siempre vuelve a casa"". Y entonces el relojero mudo dijo: ""el camino siempre vuelve a casa"". Y entonces el relojero mudo dijo: ""el camino siempre vuelve a casa"".",," Y entonces el relojero mudo dijo: ""el camino siempre vuelve a casa"". Y entonces el relojero mudo dijo: ""el camino siempre vuelve a casa"". Y entonces el relojero mudo dijo: ""el camino siempre vuelve a casa"". Y entonces el re",A,book
generalization_book_A_75,0,24,0.0496938303112983,0.3608695652173913,0.0083913384005427,"Y entonces la voz del rio dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces la voz del rio dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces la voz del rio dijo: ""la memoria es el unico mapa que no se rom","pe"". Y entonces la voz del rio dijo: ""la memoria es el unico mapa que no se rompe"".","pe"". Y entonces la voz del rio dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces la voz del rio dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces la voz del rio dijo: ""la memoria es el unico mapa que no",A,book
generalization_book_A_76,0,16,0.5264171957969666,0.2384937238493724,0.1068455874919891,"Y entonces la tejedora de cuentos dijo: ""el camino siempre vuelve a casa"". Y entonces la tejedora de cuentos dijo: ""el camino siempre vuelve a casa"". Y entonces la tejedora de cuentos dijo: ""el camino siempre vuelve a casa"". Y entonces la tej","edora de cuentos dijo: ""el camino siempre vuelve a casa"".","edora de cuentos dijo: ""el camino siempre vuelve a casa"". Y entonces la tejedora de cuentos dijo: ""el camino siempre vuelve a casa"". Y entonces la tejedora de cuentos dijo: ""el camino siempre vuelve a casa"". Y entonces la tejedora de cuent",A,book
generalization_book_A_77,0,4,0.5905371308326721,0.0716981132075471,0.0445276908576488,"Y entonces el pastor de las nubes dijo: ""todo rio encuentra su mar"". Y entonces el pastor de las nubes dijo: ""todo rio encuentra su mar"". Y entonces el pastor de las nubes dijo: ""todo rio encuentra su mar"". Y entonces el pastor de las nubes dijo: ""todo rio"," encuentra su mar""."," encuentra su mar"". Y entonces el pastor de las nubes dijo: ""todo rio encuentra su mar"". Y entonces el pastor de las nubes dijo: ""todo rio encuentra su mar"". Y entonces el pastor de las nubes dijo: ""todo rio encuentra su mar"". Y entonces el pastor de las nubes dijo",A,book
generalization_book_A_78,0,0,1.0,0.0,0.0365183018147945,"Y entonces el ultimo jardinero dijo: ""el camino siempre vuelve a casa"". Y entonces el ultimo jardinero dijo: ""el camino siempre vuelve a casa"". Y entonces el ultimo jardinero dijo: ""el camino siempre vuelve a casa"".",," Y entonces el ultimo jardinero dijo: ""el camino siempre vuelve a casa"". Y entonces el ultimo jardinero dijo: ""el camino siempre vuelve a casa"". Y entonces el ultimo jardinero dijo: ""el camino siempre vuelve a casa"". Y entonces el ultimo jardinero dijo: ""el camino siempre v",A,book
generalization_book_A_79,0,32,0.2267729490995407,0.4879227053140096,0.0810203328728675,"Y entonces la nina del bosque dijo: ""quien siembra silencio cosecha dudas"". Y entonces la nina del bosque dijo: ""quien siembra silencio cosecha dudas"". Y entonces la nina del bosque dijo: ""quien siembra"," silencio cosecha dudas"". Y entonces la nina del bosque dijo: ""quien siembra silencio cosecha dudas""."," silencio cosecha dudas"". Y entonces la nina del bosque dijo: ""quien siembra silencio cosecha dudas"". Y entonces la nina del bosque dijo: ""quien siembra silencio cosecha dudas"". Y entonces la nina del bosque",A,book
generalization_book_A_80,0,24,0.1745843738317489,0.3657407407407407,0.0517865791916847,"Y entonces la nina del bosque dijo: ""una promesa pesa mas que una piedra"". Y entonces la nina del bosque dijo: ""una promesa pesa mas que una piedra"". Y entonces la nina del bosque dijo: ""una promesa pesa mas que una pied","ra"". Y entonces la nina del bosque dijo: ""una promesa pesa mas que una piedra"".","ra"". Y entonces la nina del bosque dijo: ""una promesa pesa mas que una piedra"". Y entonces la nina del bosque dijo: ""una promesa pesa mas que una piedra"". Y entonces la nina del bosque dijo: ""una promesa pesa mas que",A,book
generalization_book_A_81,0,8,0.5830258131027222,0.1299212598425196,0.0870129317045211,"Y entonces el zorro plateado dijo: ""el camino siempre vuelve a casa"". Y entonces el zorro plateado dijo: ""el camino siempre vuelve a casa"". Y entonces el zorro plateado dijo: ""el camino siempre vuelve a casa"". Y entonces el zorro plateado dijo: ""","el camino siempre vuelve a casa"".","el camino siempre vuelve a casa"". Y entonces el zorro plateado dijo: ""el camino siempre vuelve a casa"". Y entonces el zorro plateado dijo: ""el camino siempre vuelve a casa"". Y entonces el zorro plateado dijo: ""el camino siempre vuelve a casa"". Y entonces",A,book
generalization_book_A_82,0,24,0.2339470833539962,0.3925619834710744,0.0839137658476829,"Y entonces la sombra del campanario dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la sombra del campanario dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la sombra del campanario dijo: ""cada puerta cerrada abre otra"," pregunta"". Y entonces la sombra del campanario dijo: ""cada puerta cerrada abre otra pregunta""."," pregunta"". Y entonces la sombra del campanario dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la sombra del campanario dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la sombra del campanario dijo: ""cada puerta cerrada",A,book
generalization_book_A_83,0,31,0.2213694155216217,0.4754098360655737,0.1075788140296936,"Y entonces la reina sin corona dijo: ""el camino siempre vuelve a casa"". Y entonces la reina sin corona dijo: ""el camino siempre vuelve a casa"". Y entonces la reina sin corona dijo: ""el camino siempre vuelve a casa"". Y entonces la reina sin cor","ona dijo: ""el camino siempre vuelve a casa"". Y entonces la reina sin corona dijo: ""el camino siempre vuelve a casa"".","ona dijo: ""el camino siempre vuelve a casa"". Y entonces la reina sin corona dijo: ""el camino siempre vuelve a casa"". Y entonces la reina sin corona dijo: ""el camino siempre vuelve a casa"". Y entonces la reina sin corona dijo: ""el camino siempre",A,book
generalization_book_A_84,0,40,0.1726382970809936,0.6183574879227054,0.1144980266690254,"Y entonces la tejedora de cuentos dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces la tejedora de cuentos dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces la tejedora de cuentos dijo: ""","el fuego recuerda lo que el viento olvida"". Y entonces la tejedora de cuentos dijo: ""el fuego recuerda lo que el viento olvida"".","el fuego recuerda lo que el viento olvida"". Y entonces la tejedora de cuentos dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces la tejedora de cuentos dijo: ""el fuego recuerda lo que el viento ol",A,book
generalization_book_A_85,0,56,0.0568684041500091,0.8454545454545455,0.042730439454317,"Y entonces el marinero ciego dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el marinero ciego dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el marinero ciego dijo: ""el fuego recuerda"," lo que el viento olvida"". Y entonces el marinero ciego dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el marinero ciego dijo: ""el fuego recuerda lo que el viento olvida""."," lo que el viento olvida"". Y entonces el marinero ciego dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el marinero ciego dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces el marinero ciego dijo",A,book
generalization_book_A_86,0,56,0.1017314791679382,0.855072463768116,0.0810203328728675,"Y entonces la nina del bosque dijo: ""quien siembra silencio cosecha dudas"". Y entonces la nina del bosque dijo: ""quien siembra silencio cosecha dudas"". Y entonces la nina del bosque dijo: ""quien siembra"," silencio cosecha dudas"". Y entonces la nina del bosque dijo: ""quien siembra silencio cosecha dudas"". Y entonces la nina del bosque dijo: ""quien siembra silencio cosecha dudas""."," silencio cosecha dudas"". Y entonces la nina del bosque dijo: ""quien siembra silencio cosecha dudas"". Y entonces la nina del bosque dijo: ""quien siembra silencio cosecha dudas"". Y entonces la nina del bosque",A,book
generalization_book_A_87,0,0,1.0,0.0,0.0391971878707408,"Y entonces la voz del rio dijo: ""todo rio encuentra su mar"". Y entonces la voz del rio dijo: ""todo rio encuentra su mar"". Y entonces la voz del rio dijo: ""todo rio encuentra su mar"". Y entonces la voz del rio dijo: ""todo rio encuentra su mar"".",," Y entonces la voz del rio dijo: ""todo rio encuentra su mar"". Y entonces la voz del rio dijo: ""todo rio encuentra su mar"". Y entonces la voz del rio dijo: ""todo rio encuentra su mar"". Y entonces la voz del rio dijo: ""todo rio encuentra su mar"". Y entonces la voz",A,book
generalization_book_A_88,0,2,0.5552012324333191,0.0259740259740259,0.0749227553606033,"Y entonces el viejo molinero dijo: ""el tiempo no perdona pero tampoco olvida"". Y entonces el viejo molinero dijo: ""el tiempo no perdona pero tampoco olvida"". Y entonces el viejo molinero dijo: ""el tiempo no perdona pero tampoco ol","vida"".","vida"". Y entonces el viejo molinero dijo: ""el tiempo no perdona pero tampoco olvida"". Y entonces el viejo molinero dijo: ""el tiempo no perdona pero tampoco olvida"". Y entonces el viejo molinero dijo: ""el tiempo no perdona pero tamp",A,book
generalization_book_A_89,0,11,0.3421658873558044,0.1569506726457399,0.0195054691284894,"Y entonces la tejedora de cuentos dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces la tejedora de cuentos dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces la tejedora de cuentos dijo: ""la memoria"," es el unico mapa que no se rompe""."," es el unico mapa que no se rompe"". Y entonces la tejedora de cuentos dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces la tejedora de cuentos dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces la",A,book
generalization_book_A_90,0,0,1.0,0.0,0.0257478840649127,"Y entonces el ultimo jardinero dijo: ""nadie escapa del eco de su nombre"". Y entonces el ultimo jardinero dijo: ""nadie escapa del eco de su nombre"". Y entonces el ultimo jardinero dijo: ""nadie escapa del eco de su nombre"".",," Y entonces el ultimo jardinero dijo: ""nadie escapa del eco de su nombre"". Y entonces el ultimo jardinero dijo: ""nadie escapa del eco de su nombre"". Y entonces el ultimo jardinero dijo: ""nadie escapa del eco de su nombre"". Y entonces el ultimo jardinero dijo",A,book
generalization_book_A_91,0,26,0.1914490908384323,0.4014869888475836,0.0484514124691486,"Y entonces el guardian del puente dijo: ""el camino siempre vuelve a casa"". Y entonces el guardian del puente dijo: ""el camino siempre vuelve a casa"". Y entonces el guardian del puente dijo: ""el camino siempre vuelve a casa"". Y entonces el guardian del puente dijo: ""","el camino siempre vuelve a casa"". Y entonces el guardian del puente dijo: ""el camino siempre vuelve a casa"".","el camino siempre vuelve a casa"". Y entonces el guardian del puente dijo: ""el camino siempre vuelve a casa"". Y entonces el guardian del puente dijo: ""el camino siempre vuelve a casa"". Y entonces el guardian del puente dijo: ""el camino siempre vuelve a casa"". Y entonces",A,book
generalization_book_A_92,0,5,0.6012802124023438,0.074074074074074,0.0386377610266208,"Y entonces la voz del rio dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces la voz del rio dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces la voz del rio dijo: ""el fuego recuerda lo que el"," viento olvida""."," viento olvida"". Y entonces la voz del rio dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces la voz del rio dijo: ""el fuego recuerda lo que el viento olvida"". Y entonces la voz del rio dijo: ""el fuego rec",A,book
