id,dataset,label,membership,prefix,ground_truth,target_completion,run_length,p_rlb,edit_similarity,p_esb,log_p_esb,target_model,reference_model
WikiMIA_WikiMIA_length256_00030.txt,WikiMIA_length256,1,member,"Presidential elections were held in Croatia on 28 December 2014 and 11 January 2015, the sixth such elections since independence in 1991. Only four candidates contested the elections, the lowest number since 1997. Incumbent President Ivo Josipović, who had been elected as the candidate of the Social Democratic Party in","2009–2010 but ran as an independent, was eligible to seek reelection for a second and final five-year term. As no candidate received 50% of the vote in the first round in December 2014, a run-off took place in January 2015 between the two candidates with the most votes; Josipović and Kolinda Grabar-Kitarović. Grabar-Kitarović went on to win the elections by a slim margin of","the 2009 and 2011 elections, was seeking a second term in office. However, he faced strong opposition from Kolinda Grabar-Kitarović, a former diplomat and the candidate of the Croatian Democratic Union (HDZ), who was seen as a more conservative and nationalist alternative. The other two",0,1.0,0.28191489361702127,0.0,-128.12421499751508,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00031.txt,WikiMIA_length256,0,non_member,"The International Year of Basic Sciences for Sustainable Development was proclaimed by the 76th session of the United Nations General Assembly 2 December 2021 for 2022, stressing that the applications of basic sciences are vital for advances in medicine, industry, agriculture, water resources, energy planning, environment, communications and culture, and","that basic sciences rupture technologies respond to the needs of humankind by providing access to information and increasing societal well-being, and promoting peace through improved collaboration toward Sustainable Development Goals (SDGs). The official opening ceremony of the year took place in UNESCO headquarters in Paris on 8 July 2022. The official closure is planned to take place at CERN in Geneva on 15 December","that the integration of basic sciences with other disciplines is essential for addressing the complex challenges of sustainable development, such as climate change, poverty, inequality, and social injustice. The year aimed to raise awareness about the importance of basic sciences in achieving the United Nations' Sustainable Development Goals (SDGs), which include ending poverty, reducing",1,1.874576014415652e-06,0.23040380047505937,0.0,-122.72613089717925,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00032.txt,WikiMIA_length256,1,member,"The 2014 Nuclear Security Summit was a summit held in The Hague, the Netherlands, on March 24 and 25, 2014. It was the third edition of the conference, succeeding the 2012 Nuclear Security Summit. The 2014 summit was attended by 58 world leaders (5 of which from observing international organizations),","some 5,000 delegates and some 3,000 journalists. The representatives attending the summit included US President Barack Obama and Chinese President Xi Jinping. The main goal of the conference was generally to improve international cooperation and more specifically to assess which of the objectives that were set at the previous summits in Washington, D.C., and Seoul had not been accomplished in the previous four years","...including heads of state and government from countries such as the United States, Russia, China, and the United Kingdom. The summit was co-hosted by the Netherlands and the United States, with the theme of ""Securing Our Common Future: Nuclear Security and Non-Proliferation."" The main objectives of the summit",0,1.0,0.2816229116945107,0.0,-112.32862949877745,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00033.txt,WikiMIA_length256,0,non_member,"A motion of no confidence in the Spanish government of Pedro Sánchez was tabled by the far-right party Vox on 27 February 2023, and will be debated and voted in the Congress of Deputies between 21 and 22 March 2023. It was the sixth motion of no confidence in Spain","since the country's transition to democracy.Vox announced the motion of no confidence on 9 December 2022, proposing it to be tabled under an independent candidate with government experience, voicing that Sánchez's proposed reforms of the Criminal Code to modify the embezzlement and sedition crimes were akin to a ""self-coup"" similar to ""that of Pedro Castillo in Peru"" two days earlier. The opposition People's Party","since the return of democracy in 1978. The motion was tabled in response to the government's handling of various issues, including the economic crisis, immigration, and the Catalan independence movement. Vox, which has been gaining popularity in recent years, has been a vocal critic of the Sánchez government and has called for",2,4.55660142506531e-07,0.2925659472422062,0.0,-130.6503659058253,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00034.txt,WikiMIA_length256,1,member,"The World Cultural Council performed its 31st Award Ceremony on November 17, 2014 at the Dipoli Hall, Otakaari 1 Building, Aalto University, Espoo, Finland. Aalto University acted as the host and co-organizer of the event, which was the opening act prior to the Aalto University Academic Summit titled ""The Impact","of Universities on Economic Growth.""The WCC presented awards to two distinguished scientists. Acclaimed enzymologist Professor Sir Philip Cohen received the Albert Einstein World Award of Science for his forty-year research into cellular communication. Professor Federico Rosei accepted the José Vasconcelos World Award of Education, granted for his excellence in the field of university teaching. Jussi Nuorteva, Director of the National Archives of Finland and","of Science on Society"". The ceremony honored individuals who have made significant contributions to the world in the fields of science, education, and culture. 

The World Cultural Council's 31st Award Ceremony featured a distinguished lineup of speakers and honorees, including the President of Finland, Sauli Niinistö, who",1,5.483368659042753e-05,0.27922077922077926,0.0,-116.69149123480383,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00035.txt,WikiMIA_length256,0,non_member,"The 16th Congress of the Popular Front for the Liberation of Saguia El Hamra and Río de Oro (Arabic: المؤتمر السادس عشر للجبهة الشعبية لتحرير الساقية الحمراء ووادي الذهب, Spanish: XVI Congreso del Frente Popular para la Liberación de Saguia El Hamra y Río de Oro) was held in the","Dajla refugee camp in Tindouf, Algeria between 13 and 22 January 2023 to renovate the governing bodies of the POLISARIO Front and establish the movement's main lines of action and strategy for the next leadership term. The Congress was also used to elect a new General-Secretary for the POLISARIO Front, which would automatically become the President of the Sahrawi Arab Democratic Republic. For the","city of El Aaiún, Western Sahara, from 15 to 20 March 1985. The congress was attended by representatives from various sectors of Sahrawi society, including the Polisario Front, the Sahrawi Arab Democratic Republic, and other organizations supporting the Western Sahara independence movement.

During the congress",0,1.0,0.23809523809523814,0.0,-135.4746322563151,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00036.txt,WikiMIA_length256,0,non_member,"The 28th Edition of Star Awards 2023 (Chinese: 红星大奖2023) is a television award ceremony that honoured the best in Singaporean television released between January and December 2022. Star Awards 2023 prepares for the largest celebration of local Chinese entertainment industry talent and content in Singapore! The Star Awards 2023, with","the theme ""Beyond | Celebrations,"" have been redefined as a star-studded concert, bringing together the best performers from Singapore and the region for an exhilarating night of glitz, excitement, and celebrations unlike any other. The Ceremony was once again held at Marina Bay Sands, Singapore on 9 April 2023.The current All-Time Favorite Artiste Felicia Chin and Rebecca Lim earned their tenth Top 10 Most","the theme of ""United We Shine"", brought together the crème de la crème of the Singaporean Chinese entertainment industry to celebrate excellence in television programming. The ceremony, held on a grand scale, featured a star-studded lineup of presenters, performers, and nominees, all vying for the coveted awards.

The",2,1.1121195484520285e-06,0.31463414634146336,0.0,-150.2687146388489,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00037.txt,WikiMIA_length256,0,non_member,"A series of changes to the judicial system and the balance of powers in Israel was proposed in January 2023. The effort has been spearheaded by Deputy Prime Minister and Minister of Justice Yariv Levin and the Chair of the Knesset's Constitution, Law and Justice Committee, Simcha Rothman. It seeks","to curb the judiciary's influence over lawmaking and public policy by limiting the Supreme Court's power to exercise judicial review, granting the government control over judicial appointments and limiting the authority of its legal advisors.If adopted, the reform would grant the Knesset the power to override Supreme Court rulings that deem legislation passed by the Knesset as unconstitutional, by reintroducing the legislation and approving","to fundamentally alter the relationship between the judiciary, the executive, and the legislative branches of government in Israel. The proposed changes aim to increase the power of the Knesset and the government, while reducing the authority of the Supreme Court, which has long been seen as a check on the other branches of government.

The plan",1,1.3028439752815757e-05,0.3153153153153153,0.0,-110.18204406143923,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00038.txt,WikiMIA_length256,1,member,"The 2013–2014 Thai political crisis was a period of political instability in Thailand. Anti-government protests took place between November 2013 and May 2014, organised by the People's Democratic Reform Committee (PDRC), a political pressure group led by former Democrat Party parliamentary representative (MP) Suthep Thaugsuban. The crisis eventually resulted in","the removal of incumbent Prime Minister Yingluck Shinawatra, a coup d'état, and the establishment of a military junta. The primary aim of the protests was the removal of former prime minister Thaksin Shinawatra's – the brother of Yingluck – influence on Thai politics and the creation of an unelected ""people's council"" to oversee reforms of the political system. Protesters viewed Thaksin as corrupt and","the military coup d'état on 22 May 2014, when the Royal Thai Armed Forces, led by General Prayut Chan-o-cha, seized power from the democratically elected government of Prime Minister Yingluck Shinawatra. The coup was widely condemned by the international community, with many countries calling for",1,2.454390596540179e-06,0.2821782178217822,3.371804364858375e-41,-93.19054604158737,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00039.txt,WikiMIA_length256,1,member,"The Schellenberg smuggling incident is a case in which Canadian citizen Robert Lloyd Schellenberg was arrested, tried, and convicted on charges of smuggling drugs in the People's Republic of China. According to the prosecutors for the state, Schellenberg attempted to smuggle methamphetamine with a net weight of just over 222","kg (489 lb) from Dalian to Australia in November 2014, and after discovering that his translator had informed the police, he boarded a plane at Dalian Zhoushuizi International Airport with the intention of fleeing to Thailand. Schellenberg was arrested by Chinese police when the plane had a stopover at Guangzhou Baiyun International Airport. Schellenberg argued that he was framed by drug dealer Xu Qing","kilograms into China. The incident drew significant international attention due to the severity of the charges and the potential punishment that Schellenberg faced. 

Schellenberg was arrested in 2014 and put on trial in 2016. During the trial, prosecutors presented evidence that linked Schellenberg to a larger international drug",0,1.0,0.3111111111111111,0.0,-131.31884134720895,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00040.txt,WikiMIA_length256,1,member,"The 2014 UEC European Track Championships was the fifth edition of the elite UEC European Track Championships in track cycling and took place at the Vélodrome Amédée Détraux in Baie-Mahault, Guadeloupe, France, between 16 and 19 October. The Event was organised by the European Cycling Union. All European champions are","awarded the UEC European Champion jersey which may be worn by the champion throughout the year when competing in the same event at other competitions. The programme for the 2014 championships was considerably extended, and all World Championship track events were held; ten Olympic events, (sprint, team sprint, keirin, team pursuit and omnium, for both men and women), for which qualification points for the","listed below. The championships featured a total of 20 events, including sprint, pursuit, keirin, omnium, and team events for both men and women.

Men's Events:

- Sprint: 
  - 1 km Time Trial: 
    - 1st: Jason Kenny (Great Britain)
   ",0,1.0,0.2647058823529411,0.0,-178.0251918863505,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00041.txt,WikiMIA_length256,1,member,"In July 2014, an internationally publicised incident occurred in which a Thai woman, Pattaramon Janbua, who had been hired as a surrogate mother for an Australian couple, sought to raise money for her critically ill surrogate son. The baby had been in her care since she gave birth in December","2013; biological parents David John Farnell and Wenyu Wendy Li had left Thailand 2 months later with baby Gammy's twin sister Pipah.When ultrasound results seven months into the surrogate pregnancy indicated that Ms Pattaramon was carrying twins and that one of the twins, a boy, had Down syndrome, Farnell and Li requested that she abort him, and that they would keep only the child's","2013, and was born with a rare heart condition. The Australian couple, who had commissioned the surrogacy, had decided to take the baby back to Australia, citing that they had paid Pattaramon a significant amount of money for the surrogacy and that the contract stipulated that the child would be taken",1,5.237643563305028e-05,0.3246753246753247,0.0,-132.97923799185082,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00042.txt,WikiMIA_length256,0,non_member,"The 2023 Stanley Cup playoffs is the ongoing playoff tournament of the National Hockey League (NHL) for the 2022–23 season. The playoffs began on April 17, 2023, three days after the end of the regular season, and will end in June 2023 with the 2023 Stanley Cup Finals, to determine","the winner of the Stanley Cup.The Boston Bruins made the playoffs as the Presidents' Trophy winners with the most points (i.e. best record) during the regular season. The Pittsburgh Penguins failed to make the playoffs for the first time since the 2005–06 NHL season, ending the NHL's longest active playoff streak at sixteen consecutive seasons. The longest active streak moved to the Boston Bruins","the champion of the 2022-23 NHL season. The playoffs feature 16 teams competing in a best-of-seven series format, with the top three teams in each division earning a spot in the playoffs, and the next two wild card teams from each conference also qualifying.

The Eastern Conference playoffs have seen the Boston Bruins",1,6.953413048904622e-06,0.3634085213032582,0.0,-133.1501504550688,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00043.txt,WikiMIA_length256,1,member,The 2014 Burkina Faso uprising was a series of demonstrations and riots in Burkina Faso in October 2014 that quickly spread to multiple cities. They began in response to attempts at changing the constitution to allow President Blaise Compaoré to run again and extend his 27 years in office. Pressure,"for political change came from civil society and in particular from the country's youth. Following a tumultuous day on 30 October, which included the involvement of former Defence Minister Kouamé Lougué and the burning of the National Assembly and other government buildings as well as the ruling Congress for Democracy and Progress party's headquarters, Compaoré dissolved the government and declared a state of emergency","mounted from opposition groups, civil society, and the military, who were all opposed to the proposed constitutional changes. The protests, which were largely peaceful at first, turned violent as security forces attempted to disperse the crowds using tear gas and live ammunition.

On October 28, 2014, the situation escalated when a",0,1.0,0.2748815165876777,0.0,-127.15131485834718,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00044.txt,WikiMIA_length256,1,member,"From March 2012 to May 2014, the Salvadoran government, the Catholic Church, and the country's two largest criminal gangs, Mara Salvatrucha (MS-13) and the 18th Street gang (Barrio 18), came to a truce, known in El Salvador simply as the Gang Truce (Spanish: Tregua entre Pandillas), to lower the country's","rate of homicides and extortions in exchange for improved prison conditions and certain visitation privileges. The truce's principal negotiators were Minister of Public Security David Munguía Payés, former deputy Raúl Mijango, and Bishop Fabio Colindres, and the negotiations were overseen by President Mauricio Funes. The existence of the truce was alleged by the online newspaper El Faro in early March 2012, after 30 gang","homicide rate, which had been one of the highest in the world. The truce was brokered by Catholic Bishop Fabio Colindres and other church officials, who worked closely with the government to negotiate a peace agreement between the two gangs. The truce was seen as a major breakthrough in the country's",0,1.0,0.29481132075471694,0.0,-141.73398129781708,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00045.txt,WikiMIA_length256,0,non_member,"The Reddings was an American funk, soul and disco band, founded by Otis Redding's sons Dexter (bass and vocals) and Otis Redding III (December 17, 1963 – April 18, 2023 age 59; guitar) together with Mark Lockett (drums, keyboards, and lead vocal).Their most well-known songs include ""Remote Control"" (1980) /","""Doin' it"" / ""Funkin on the One"" / ""Class (Is What You Got)"" (1981) / ""Sittin' on the Dock of the Bay"" (1982) / ""Hand Dance"" (1983) and ""The Awakening"" (1980), a bass-drums-duet which is often performed live by Les Claypool (Primus) and on his album Highball with the Devil. Their album The Reddings was released on November 26, 1988, and reached a peak","""...and ""Love Is a Telephone"" (1981). The band's music style was heavily influenced by their father's legacy, blending classic soul and funk with modern disco elements. With their unique sound and energetic live performances, The Reddings gained a loyal following in the 1980s, particularly in the Southern United",0,1.0,0.2152974504249292,0.0,-161.69169585360214,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00046.txt,WikiMIA_length256,0,non_member,"From January 28 to February 4, 2023, a Chinese-operated high-altitude balloon was spotted in North American airspace, including Alaska, western Canada, and the contiguous United States. On February 4, the U.S. Air Force shot down the balloon over U.S. territorial waters off the coast of South Carolina, on the order","of U.S. President Joe Biden. It was shot down by a U.S. F-22 Raptor. Debris from the wreckage was recovered and sent to the FBI Laboratory in Quantico, Virginia, for analysis.The American and Canadian militaries announced that the balloon was for surveillance, while the Chinese government maintained it was a civilian (mainly meteorological) airship that had been blown off course. The U.S. said that","of President Joe Biden. The incident sparked a significant diplomatic row between the United States and China, with Beijing claiming the balloon was a civilian airship used for meteorological research that had strayed off course due to strong winds.

The U.S. government, however, disputed this claim, stating that the balloon was equipped with",1,1.0897250831476413e-05,0.29925187032418954,0.0,-145.7182482992066,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00047.txt,WikiMIA_length256,1,member,"The Willis Resilience Expedition was a scientific and exploratory program that took place in Antarctica from November 2013 to January 2014, with the goal of a better understanding of changes in the Earth's climate brought on by global warming in addition to weather-related risk. Announced in August 2013, the expedition","was led by explorer Douglas Stoup and Parker Liautaud, a teenage polar adventurer and environmental campaigner. The expedition was underwritten by Willis Group, a global risk advisor, insurance and reinsurance broker. The communications team, including driver and mechanic Eyjo Furteitsson, communication manager Nathan Hambrook-Skinner, and cinematographer Paddy Scott trailed the team in the 6x6 expedition truck built especially for the expedition by Arctic Trucks.The","was led by Dr. Richard Alley, a renowned climate scientist from Pennsylvania State University, and Dr. David Vaughan, a glaciologist from the British Antarctic Survey. The team of 12 scientists and researchers from various institutions around the world embarked on a comprehensive study of the Antarctic ice sheet, its dynamics, and the impact",3,2.1502646063709108e-07,0.27813163481953296,0.0,-137.7008269019425,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00048.txt,WikiMIA_length256,0,non_member,"The 7th Crunchyroll Anime Awards was held on March 4, 2023, at the Main Banquet Hall of the Grand Prince Hotel New Takanawa in Tokyo, Japan. It was the first ceremony to be held in person since 2020; both ceremonies in 2021 and 2022 were held virtually. Additionally, it was","the first ceremony to be held in Japan, as previous physical ceremonies were held in the United States. Anime released on television or online in Japan from November 2021 to September 2022 were eligible for nominations for this edition. The ceremony was hosted by voice actress Sally Amaki and presenter Jon Kabira, with Sony CEO Kenichiro Yoshida opening the show. Previous winners ALI and","the first time the ceremony was held in Tokyo, with previous ceremonies taking place in Los Angeles, California. The event was hosted by comedian and voice actor, Robbie Daymond, and actress, Cristina Vee. The ceremony featured a variety of performances and appearances from notable anime industry professionals, including voice actors, directors, and",2,2.7666073947330005e-06,0.3205128205128205,0.0,-161.96726992120966,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00049.txt,WikiMIA_length256,1,member,"Presidential elections were held in Afghanistan on 5 April 2014, with a second round held on 14 June. Incumbent President Hamid Karzai was not eligible to run due to term limits. The registration period for presidential nominations was open from 16 September 2013 until 6 October 2013. A total of","27 candidates were confirmed to be running for office. However, on 22 October Afghanistan's Independent Election Commission disqualified 16 of the candidates, leaving only 11 in the race. By April 2014 three candidates gave up the race and decided to support some of the eight remaining candidates. Opinion polls showed Abdullah Abdullah and Ashraf Ghani as the front-runners and indeed the results of the","... 11 candidates were registered to run in the election. The main contenders were Abdullah Abdullah, a former foreign minister, and Ashraf Ghani Ahmadzai, a former finance minister. Abdullah Abdullah was a key figure in the Northern Alliance, a coalition of anti-Taliban groups that played a crucial role in the",0,1.0,0.28395061728395066,0.0,-134.481711809407,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00050.txt,WikiMIA_length256,0,non_member,"An ongoing refugee crisis began in Europe in late February 2022 after Russia's invasion of Ukraine. Over 8.1 million refugees fleeing Ukraine have been recorded across Europe, while an estimated 8 million others had been displaced within the country by late May 2022. Approximately one-quarter of the country's total population","had left their homes in Ukraine by 20 March. 90% of Ukrainian refugees are women and children, while most Ukrainian men age 18 to 60 are banned from leaving the country. By 24 March, more than half of all children in Ukraine had left their homes, of whom a quarter had left the country. The invasion caused Europe's largest refugee crisis since World War","had been forced to flee their homes due to the conflict. The influx of refugees put a significant strain on the resources and infrastructure of neighboring countries, particularly Poland, Romania, and Hungary, which had to provide shelter, food, and medical care to those in need.

As the crisis continued to unfold, the European Union (",1,1.0770729659270728e-06,0.24858757062146897,0.0,-122.26622908934951,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00051.txt,WikiMIA_length256,1,member,"On the afternoon of 24 May 2014, a gunman opened fire at the Jewish Museum of Belgium in Brussels, killing four people. Three of them, an Israeli couple on holiday and a French woman, died at the scene. The fourth victim, a Belgian employee of the museum, was taken to","the hospital but died of his injuries on 6 June. A little less than a week later, on 30 May 2014, a suspect was arrested in the French city of Marseille in connection with the shooting. The suspect was Mehdi Nemmouche, a 29-year-old French national of Algerian origin. A second suspect, Nacer Bendrer, was identified and arrested later. Prior to the shooting, Nemmouche had","hospital and later died from his injuries. The gunman, identified as Mehdi Nemmouche, a 29-year-old French national of Algerian descent, was later arrested at the Gare du Nord train station in Paris, where he was found in possession of a Kalashnikov rifle and a handgun.",0,1.0,0.29222520107238603,3.9118647930091593e-41,-93.04196597094415,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00052.txt,WikiMIA_length256,0,non_member,"Parliamentary elections were held in Estonia on 5 March 2023 to elect all 101 members of the Riigikogu. The officially published election data indicate the victory of the Reform Party, which won 37 seats in total, while the Conservative People's Party of Estonia (EKRE) placed second with 17 seats. The","Centre Party won 16 seats, a loss of 10, while Estonia 200 won 14 seats, gaining representation in Riigikogu. After the previous parliamentary election in 2019, the Centre Party, led by Jüri Ratas, formed a government with Ratas serving as prime minister. His government was brought down in January 2021 after a corruption investigation, and Kaja Kallas of the Reform Party formed a coalition","Centre Party secured 26 seats, making it the second-largest party in the Riigikogu, and Isamaa won 8 seats. The Social Democratic Party (SDE) and the Estonian Greens won 6 and 6 seats respectively. The Estonian United Left Party and the Estonian Free Party",3,9.330400985163578e-08,0.298469387755102,0.0,-130.18934201728553,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00053.txt,WikiMIA_length256,0,non_member,"The 2023 Princess Auto Players' Championship was held from April 11 to 16 at the Mattamy Athletic Centre in Toronto, Ontario. It was the fifth Grand Slam event and final major of the 2022–23 curling season. In the women's final, Sweden's Isabella Wranå won her first Slam title, defeating the","World Champion Silvana Tirinzoni rink from Switzerland 6–5. In the game, Wranå took a commanding lead in the fourth end, making an open hit for three to take a 4–1 lead. Tirinzoni scored a single in the fifth, but Wranå replied by getting a deuce in the sixth. The Tirinzoni rink had a chance to score three in the seventh to even the gap,","United States' Cory Christensen 8-6 in an extra end. This marked Wranå's first Grand Slam victory, capping off a successful season for the Swedish team. 

In the men's final, the Canadian team of John Epping, who had been on a strong run throughout the season, faced",0,1.0,0.27138643067846613,0.0,-160.20645757857744,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00054.txt,WikiMIA_length256,0,non_member,"Wrestle Kingdom 17 was a two-day professional wrestling pay-per-view (PPV) event co-produced by the New Japan Pro-Wrestling (NJPW) and Pro Wrestling Noah (Noah) promotions. The first day of the event took place on January 4, 2023, at the Tokyo Dome in Tokyo, Japan and the second day of the event","took place on January 21, 2023, at the Yokohama Arena in Yokohama, Japan. It is the 32nd January 4 Tokyo Dome Show and the 17th promoted under the Wrestle Kingdom name. The event was held in honor of the NJPW founder Antonio Inoki, who died on October 1, 2022. In the main event of night 1, Kazuchika Okada defeated Jay White to win the","took place on January 5, 2023, also at the Tokyo Dome in Tokyo, Japan. The event was the 17th annual Wrestle Kingdom event, which is considered one of the biggest and most prestigious events in the Japanese professional wrestling calendar.

The first day of Wrestle Kingdom 17 featured a stacked card,",4,6.181011849548668e-05,0.34523809523809523,1.6042064819590506e-41,-93.93339293326426,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00055.txt,WikiMIA_length256,1,member,"The Vienna Summer of Logic was a scientific event in the summer of 2014, combining 12 major conferences and several workshops from the fields of mathematical logic, logic in computer science, and logic in artificial intelligence. The meetings took place from July 9 to 24, 2014, and attracted more than",2000 scientists and researchers.The event was organized by the Kurt Gödel Society at Vienna University of Technology. Participating meetings include:In the Logic in Computer Science stream (representing the Federated Logic Conference (FLoC)): International Conference on Computer Aided Verification (CAV) IEEE Computer Security Foundations Symposium (CSF) International Conference on Logic Programming (ICLP) International Joint Conference on Automated Reasoning (IJCAR) Conference on Interactive Theorem Proving (ITP),"1,500 participants from over 60 countries. The event was held at the University of Vienna and the Technische Universität Wien, and was organized by the Kurt Gödel Society, the Institute for Discrete Mathematics and Geometry, and the Vienna University of Technology. The Vienna Summer of Logic was a unique opportunity for researchers",0,1.0,0.28185328185328185,0.0,-109.25885520130396,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00056.txt,WikiMIA_length256,1,member,"The Minsk agreements were a series of international agreements which sought to end the Donbas war fought between armed Russian separatist groups and Armed Forces of Ukraine, with Russian regular forces playing a central part. The first, known as the Minsk Protocol, was drafted in 2014 by the Trilateral Contact","Group on Ukraine, consisting of Ukraine, Russia, and the Organization for Security and Co-operation in Europe (OSCE), with mediation by the leaders of France and Germany in the so-called Normandy Format. After extensive talks in Minsk, Belarus, the agreement was signed on 5 September 2014 by representatives of the Trilateral Contact Group and, without recognition of their status, by the then-leaders of the self-proclaimed","Group, which consisted of representatives from Ukraine, Russia, and the Organization for Security and Co-operation in Europe (OSCE). The protocol was signed on September 5, 2014, in Minsk, Belarus, and aimed to establish a ceasefire and create a framework for the resolution of the conflict.

The Minsk",1,3.716366336448118e-05,0.42823529411764705,2.1062524853696314e-39,-89.05590877574286,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00057.txt,WikiMIA_length256,0,non_member,Global news flow (also referred to as international news flow) is a field of study that deals with the news coverage of events in foreign countries. It describes and explains the flow of news from one country to another.Studies on global news flow typically attempt to understand why certain countries,"are more newsworthy than others.. Along the years it has been found that the economic power of countries plays a particularly crucial role in their news prominence as well as the presence of international news agencies. Thus, the US has been found to be very prominent in news mentions around the world (18%), followed by China, Western European and Middle Eastern countries (about 3-5%","receive more news coverage than others, and how this coverage is perceived by different audiences. This field of study also examines the role of media outlets, governments, and other actors in shaping the global news agenda.

Researchers in this field often use various methods, including content analysis, to examine the types of news stories that are being",0,1.0,0.27979274611398963,0.0,-130.8109993338585,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00058.txt,WikiMIA_length256,1,member,"The 2014–15 North American winter was frigid and prolifically wintry, especially across the eastern half of North America in the months of January–March. The season began early, with many places in North America experiencing their first wintry weather during mid-November. A period of below-average temperatures affected much of the contiguous","United States, and several records were broken. An early trace of snowfall was recorded in Arkansas. There were greater accumulations of snow across parts of Oklahoma as well. A quasi-permanent phenomenon referred to as the polar vortex may have been partly responsible for the cold weather. Temperatures in much of the United States dropped 15 to 35 °F (8.3 to 19 °C) below average","United States, with temperatures often 10-20°F (5.6-11.1°C) below average. This prolonged cold snap was exacerbated by a strong high-pressure system that dominated the weather pattern over the eastern United States, leading to a prolonged period of cold air advection.

As the winter months progressed,",3,3.551291592884809e-05,0.2801047120418848,0.0,-140.14083179598674,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00059.txt,WikiMIA_length256,0,non_member,"The 29th Annual Screen Actors Guild Awards, honoring the best achievements in film and television performances for the year 2022, were presented on February 26, 2023 at the Fairmont Century Plaza in Century City, California. The ceremony streamed live on Netflix's YouTube channel, starting at 8:00 p.m. EST / 5:00","p.m. PST. The nominees were announced on January 11, 2023 by Ashley Park and Haley Lu Richardson via Instagram Live.In May 2022, it was confirmed that the ceremony would no longer air on TNT and TBS (the ceremony had aired on TNT since 1998 and had been also broadcast on TBS since 2006); a spokesperson insisted that finding a new home for the ceremony","p.m. PST. The event was hosted by Vanessa Hudgens and Liza Koshy, marking their first time as co-hosts of the SAG Awards.

The ceremony honored outstanding performances in film and television, with winners announced in 15 categories. The nominees were announced on January 10, 2023,",7,9.784660505829379e-06,0.2861189801699717,0.0,-124.24005584927727,llama-3.1-8b-instant,EleutherAI/pythia-410m
WikiMIA_WikiMIA_length256_00060.txt,WikiMIA_length256,1,member,"The 19th Empire Awards ceremony (officially known as the Jameson Empire Awards), presented by the British film magazine Empire, honored the best films of 2013 and took place on 30 March 2014 at the Grosvenor House Hotel in London, England. During the ceremony, Empire presented Empire Awards in 14 categories","as well as five honorary awards. The awards for Best Best Supporting Actor and Best Supporting Actress were first introduced this year. To celebrate the 25th anniversary of Empire magazine two special honorary awards were presented, the Action Hero of our Lifetime and the Legend of our Lifetime awards. Irish actor James Nesbitt hosted the show for the first time. The awards were sponsored","including Best Film, Best Director, Best Actor, and Best Actress, among others. The ceremony was hosted by Jonathan Ross, a well-known British television presenter and film critic. The winners of the 19th Empire Awards were announced in advance, with the exception of the honorary award, which was presented to a surprise recipient",0,1.0,0.2659846547314578,0.0,-107.17329345934559,llama-3.1-8b-instant,EleutherAI/pythia-410m
