id,dataset,label,membership,prefix,ground_truth,target_completion,run_length,p_rlb,edit_similarity,p_esb,log_p_esb,target_model,reference_model,reference_completion
booktection_05068_A.txt,booktection,1,member,"He did the exterior of the café one night, and the interior the next. He tried to express the terrible passions of humanity by means of red and green. He did the interior in blood red and dark yellow with a green billiard table in the middle. He put in","four lemon-yellow lamps with a glow of orange and green. Everywhere there was the clash and contrast of the most alien red and greens in the figures of little sleeping hooligans. He was trying to express the idea that the café was a place where one could ruin oneself, run mad, or commit a crime.","some green-tinted lamps to cast an eerie glow over the space, and the overall effect was one of intense, almost palpable energy. The blood red walls seemed to pulse with a life of their own, while the dark yellow accents added a sense of decay and neglect. The green billiard table, meanwhile,",0,1.0,0.2635135135135135,0.0,-169.3243396000471,llama-3.3-70b-versatile,EleutherAI/pythia-410m," a red and green tablecloth, and a red and green tablecloth, and a red and green tablecloth, and a red and green tablecloth, and a red and green tablecloth, and a red and green tablecloth, and a red and green tablecloth, and a red and green tablecloth, and"
booktection_09477_A.txt,booktection,1,member,"He took another swig of his beer and turned towards the garden. I followed his gaze to a little pile of stones against the fence, a rockery long since started and never finished. He raised the bottle halfway to his lips again, and then he stopped. He turned to face","me. He wasn’t sure anymore whether I was an ally, whether I was to be trusted. Doubt passed over his face like a shadow. I know where she lives,” I said, and I regretted the words the moment they came out of my mouth. I’ve been here before. A long time ago. So sometimes I’d look out for her when I went past.” He","me, a faraway look in his eyes, as if something had just occurred to him. ""You know, I was going to build a pond back there,"" he said, his voice low and nostalgic. ""I even dug the hole, but I never got around to finishing it. Just like a lot of things",1,7.510577688663034e-06,0.2843450479233227,0.0,-143.6889863073593,llama-3.3-70b-versatile,EleutherAI/pythia-410m," me.

""I'm sorry,"" he said. ""I didn't mean to.""

""No, it's okay.""

""I'm sorry.""

""No, it's okay.""

""I'm sorry.""

""I'm sorry.""

""I'm sorry"
booktection_11452_A.txt,booktection,0,non_member,"Montserrat did a little math in her head and realized Urueta was now sixty-one. It surprised her. He looked older, worn down. The booze had carved his face with a rough hand. Tristn peered down at the pictures. You were awfully young to be directing movies at that age, he","said. Montserrat could recognize the note of rehearsed admiration in her friends voice, but Urueta was immediately taken by the compliment.","said, his eyes scanning the photographs with a mixture of curiosity and admiration. Montserrat nodded, a faint smile on her lips. ""Yes, he was a prodigy, or so they called him back then. His first film, 'La Sombra del Pasado', was released when he was just twenty-five",1,2.254959781566868e-06,0.2649253731343284,0.0,-175.2688570516184,llama-3.3-70b-versatile,EleutherAI/pythia-410m," thought.

""I'm sorry,"" he said. ""I'm sorry I didn't tell you. I'm sorry I didn't tell you.""

""I'm sorry I didn't tell you,"" Tristn said. ""I'm sorry I didn't tell you.""

""I'm sorry"
booktection_01837_A.txt,booktection,1,member,"Two hours later they were sitting in the carriage. Although the roads were in miserable condition, they traveled the sixty-four miles to Montpellier in just under two days, for despite his advanced age, the marquis would not be denied his right personally to whip both driver and horses and to","lend a hand whenever, as frequently happened, an axle or spring broke—so excited was he by his find, so eager to present it to an educated audience as soon as possible.","shout encouragement and curses in equal measure as they lurched and swayed along the rutted roads. His companions, a young couple who had been traveling with him since Paris, exchanged amused glances at the marquis's antics, but said nothing, knowing that to intervene would only invite his ire. As the miles",0,1.0,0.2824675324675324,0.0,-191.8337655494688,llama-3.3-70b-versatile,EleutherAI/pythia-410m," have the carriage driven by a man of his own age.

The marquis was a man of great personal charm and a great friend to the French aristocracy. He was a man of great wealth, and he was a man of great influence. He was a man of great influence in the world, and he"
booktection_15758_A.txt,booktection,0,non_member,"I underestimated you. I wont do that again. I supposed that was a compliment and I nodded. Being an outsider can be a good thing, she said, returning to our previous conversation. You think? It seems to me it would have been much easier if we couldve just fitted in.","Heaven forfend, Martha! Conformity is a death sentence. No, my dear, you must embrace what makes you stand out. Thats what they despise. Its the circle of hell in this life blaming children for being who they are, because we were blamed and our parents before us. If youre not harming anyone, why try to change who you are? I dont know. I never","Easier, maybe, she replied with a hint of a smile, but where's the fun in that? Being an outsider gives you a unique perspective, allows you to see things that others might miss. And it can be a powerful catalyst for change. I raised an eyebrow, intrigued by her words. But doesn't",0,1.0,0.2441860465116279,0.0,-151.37534527794924,llama-3.3-70b-versatile,EleutherAI/pythia-410m," I said, I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I"
booktection_11144_A.txt,booktection,0,non_member,"But I have to try. And I promise you, that if we succeed, Ill do everything I can to help you. You hurt. You killed. But youre more than what the Blue Fairy showed you to be. The same with my father. Im not scared of him. Im not scared",of you. You sh-should be. Ive made my choice. He squeezed Haps arm. I need you to make yours.,"of what he's capable of, because I know that there's good in him, just like there's good in you. The Blue Fairy may have shown you the darkest parts of your past, but I believe that everyone deserves a chance to redeem themselves, to make amends and start anew. My father, despite his",1,0.0009751404286362,0.1971830985915492,0.0,-144.13305012416097,llama-3.3-70b-versatile,EleutherAI/pythia-410m, of you. I just want to help you. I want to help you. I want to help you. I want to help you. I want to help you. I want to help you. I want to help you. I want to help you. I want to help you. I want to help you.
booktection_11796_A.txt,booktection,0,non_member,"I took Madame Bowden her afternoon tea in the garden. She had been looking a bit pale of late and said the air would do her good. Are you any good at card games? I groaned inwardly as she pulled a deck of cards from her pocket, as if by",magic. Other than snap? Your generation has no idea how to pass the time other than staring at your blasted phones.,"magic, and began to shuffle them with a frail but determined hand. I forced a smile, trying to hide my reluctance, and replied that I was decent at whist, but not particularly skilled at anything more complex. Madame Bowden's eyes sparkled with a hint of mischief as she dealt the cards, her b",1,2.861327175196493e-06,0.2389078498293515,0.0,-166.12636952119647,llama-3.3-70b-versatile,EleutherAI/pythia-410m," chance she had been playing for a long time.

'I'm not good at cards,' I said.

'I know that,' she said. 'I'm not good at cards.'

'I'm not good at cards either,' I said.

'I'm not good at cards"
booktection_15518_A.txt,booktection,0,non_member,No shriekers and no screams.” He shot her a look of pure poison and drew his dagger. Kat and Azra skirted the double spiral of the main stairwell and passed beneath the honeycomb archway of the vault approach. Storerooms filled wall to wall with impounded possessions passed away to either,"side. He provided the uniforms and the layout. Now he needs us far more than we need him.” The muffled thud of a falling body whispered down the corridor, so quiet that Kat doubted she’d have noticed had she not been specifically listening out. Darravon indeed knew his business. The mooring house sentries were formality more than anything else, set to guard against the","side, the air thick with the scent of old dust, decay, and forgotten memories. The soft glow of luminescent orbs, set into the walls at regular intervals, cast flickering shadows on the cold stone floor, making it seem as though the very spirits of the past were watching their every move. As they",1,5.837160279043019e-05,0.3099730458221024,0.0,-175.23543955478817,llama-3.3-70b-versatile,EleutherAI/pythia-410m," side of the main stairwell.

“I’m not going to be a bother,” Azra said. “I’m not going to be a bother.”

“You’re not going to be a bother,” Kat said. “You’re not going to be a bother.”

"
booktection_14636_A.txt,booktection,0,non_member,"If Clytemnestras rage was a fire, Helens was a lamp, warm and thin in the darkness but burning if you came too close. And now Menelaus has made her sister angry, and she has left. Did Helen leave before Castor was killed? How could she leave Polydeuces alone and little","Hermione behind? She tries to picture her sister on a ship to Troy with Paris, but the thought slips away like sea breeze. Some drunken men stumble in the street, walking back to their houses. The trees are one with the sky, and the last sounds of the night are dying out. Do goddesses sleep? Castor asked her once. She chuckled. I dont think","...to face the world without her guidance and protection? The thought of her twin brothers, once so full of life and laughter, now one lost to the brutal hand of fate, was almost too much to bear. Polydeuces, with his innocent eyes and gentle heart, was all that remained of that bond, and",0,1.0,0.2807017543859649,0.0,-195.05215536044847,llama-3.3-70b-versatile,EleutherAI/pythia-410m,"?

""I am not a fool,"" she said. ""I know that. I know that. I know that. I know that. I know that. I know that. I know that. I know that. I know that. I know that. I know that. I know that. I know"
booktection_10671_A.txt,booktection,0,non_member,"It would be an honor for any girl to lie with Theseus. Helen is ripe for marriage, and she is still a virgin. She had flowers in her hair and a long thin dress that showed her sharp-edged body. I want Helen back, Tyndareus said. Then he turned, feeling watched,","and saw Clytemnestra. He walked to her, leaving the priestess, and said, Let us pray together for your sisters return.","and saw Menelaus, his nephew, standing behind him with an intense gaze. Menelaus' eyes were fixed on Helen, and Tyndareus could sense a mix of admiration and longing in his expression. Tyndareus felt a surge of unease, knowing that Menelaus was one of the",2,1.4014093494552071e-06,0.2392156862745098,0.0,-149.4026340028522,llama-3.3-70b-versatile,EleutherAI/pythia-410m," and saw that the girl was watching him.

""I'm not going to marry her,"" he said.

""You're not?""

""No.""

""I'm not.""

""I'm not.""

""I'm not.""

""I'm not.""
"
booktection_13493_A.txt,booktection,0,non_member,"Outside my window, the sun cracked through the clouds, giving the light a muted energy, but there was nothing muted about the way I felt. My mind and body were sharp with the realization that Pearl and I were together. Well, sort of. Enough. The decision to be casual, to","leave old feelings and old . . . everything behind was freeing. My bedroom looked out over my yard, and I grinned at the weed patch and doghouse, deciding that this would be the week I took care of them and started making the space what I wanted it to be. Things with Pearl were working, and it felt like I’d turned a corner.","not put labels on it, had been a mutual one, but now that we'd crossed that invisible line, I couldn't help but wonder what it all meant. The excitement was palpable, like a hum in the background of my thoughts, as I replayed the moments we'd shared, the way her eyes spark",0,1.0,0.2553846153846154,0.0,-170.47705623926595,llama-3.3-70b-versatile,EleutherAI/pythia-410m," be with her, was a decision I had made. I was going to be with her.

I was going to be with her.

I was going to be with her.

I was going to be with her.

I was going to be with her.

I was going"
booktection_15954_A.txt,booktection,0,non_member,"Were back here again, the two of you keeping secrets from me. Do you know how it feels for the two people you love the most to just leave you totally out in the cold? I feel as if the wind has been knocked out of me. No, thats great,","Daphne, lets just go right back there. Call me in six months when hes dying to get married and youre on the verge of falling apart. Cant wait to clean that up. Again. I am expecting her to be upset, so Im trying to maintain my composure despite my heart beating out of my chest. I seriously dont know how you could even say","just stand there and look at me with those guilty expressions on your faces. Don't even bother trying to come up with some lame excuse or apology. I know exactly what's going on here. You're hiding something from me, and it's not the first time either. How many times have we been down this road",0,1.0,0.2569659442724458,0.0,-148.1408615410328,llama-3.3-70b-versatile,EleutherAI/pythia-410m, I'm glad you're back. I'm glad you're back. I'm glad you're back. I'm glad you're back. I'm glad you're back. I'm glad you're back. I'm glad you're back. I'm glad you're back. I'm glad you're back. I
booktection_14286_A.txt,booktection,0,non_member,"Andy suddenly looks serious. I dont think Im gay. Nick gestures at Andys hard-on. Coulda fooled me, champ. Andy smacks his hand. I mean Im not only gay. I definitely like women. And I like men, too. Nick nods. Okay, fair enough. I just mean that I wasnt living a","lie or whatever. But if you really want to know what about you made me consider whether I like men, and were going to pretend that the fact that youre my best friend has nothing to do with it, then its this spot here. He touches the dip in Nicks clavicle.","lie or anything, I just...I don't know, I hadn't figured it out yet, I guess. Nick's expression turns thoughtful, and he leans back against the wall, eyeing Andy with a curious gaze. So, what made you realize you were into guys too? Andy shrugs, looking a bit",2,2.5877127107776232e-09,0.2355212355212355,0.0,-167.3375164126046,llama-3.3-70b-versatile,EleutherAI/pythia-410m, lie. I wasnt gay. I was just a guy. And I was just a guy. And I was just a guy. And I was just a guy. And I was just a guy. And I was just a guy. And I was just a guy. And I was just a guy. And I
booktection_08475_A.txt,booktection,1,member,"""I was talking about smoke! Don't you want to be rescued? All you can talk about is pig, pig, pig!"" ""But we want meat!"" ""And I work all day with nothing but Simon and you come back and don't even notice the huts!"" ""I was working too--"" ""But you like","it!"" shouted Ralph. ""You want to hunt! While I--"" They faced each other on the bright beach, astonished at the rub of feeling. Ralph looked away first, pretending interest in a group of littluns on the sand. From beyond the platform came the shouting of the hunters in the swimming pool. On the end of the platform, Piggy was lying flat, looking down into","""...it, don't you? You like hunting and being out in the jungle, while I'm stuck here building shelters and trying to keep everything organized. And for what? So you can come back and ignore all my hard work, just because you're obsessed with hunting pigs?"" ""But Ralph, we got a big",0,1.0,0.2619718309859155,0.0,-209.03353249188515,llama-3.3-70b-versatile,EleutherAI/pythia-410m," the pig!"" ""You like the pig!"" ""You like the pig!"" ""You like the pig!"" ""You like the pig!"" ""You like the pig!"" ""You like the pig!"" ""You like the pig!"" ""You like the pig!"" ""You like the pig!"" ""You like the pig!"" """
booktection_04003_A.txt,booktection,1,member,"'""Quiet!"" he shouted, when someone tried to ask him a question. ""Didn't I tell you not to interrupt! This show's an absolute whiz-banger! It's terrific! I watch it every day. I watch all of them every day, even the rotten ones, where there's no shooting. I like the gangsters best.","They're terrific, those gangsters! Especially when they start pumping each other full of lead, or flashing the old stilettos, or giving each other the one-two-three with their knuckledusters! Gosh, what wouldn't I give to be doing that myself! It's the life, I tell you! It's terrific!""'","They're always so clever, outsmarting the cops and getting away with the loot. I've got a favorite, too - 'Blackjack' McCoy. He's the toughest, always wearing a fancy suit and a fedora, and he never gets caught. I wish I could be just like him when I grow",2,2.738996408879757e-05,0.2473867595818815,0.0,-176.91494306789536,llama-3.3-70b-versatile,EleutherAI/pythia-410m, I like the gangsters best. I like the gangsters best. I like the gangsters best. I like the gangsters best. I like the gangsters best. I like the gangsters best. I like the gangsters best. I like the gangsters best. I like the gangsters best. I
booktection_04251_A.txt,booktection,1,member,""" ""And you won't help me?"" ""Good night, good night."" Montag's hands picked up the Bible. He saw what his hands had done and he looked surprised. ""Would you like to own this?"" Faber said, ""I'd give my right arm."" Montag stood there and waited for the next thing to","happen. His hands, by themselves, like two men working together, began to rip the pages from the book. The hands tore the flyleaf and then the first and then the second page. ""Idiot, what're you doing!"" Faber sprang up, as if he had been struck. He fell, against Montag. Montag warded him off and let his hands continue.","happen, his eyes fixed on the old man's face. Faber's gaze met his, and for a moment, they just stared at each other, the only sound the quiet hum of the city outside. Then, Faber's expression changed, and he looked at the Bible with a mix of longing and fear",2,1.3580730410467368e-05,0.30625,0.0,-149.1488695691587,llama-3.3-70b-versatile,EleutherAI/pythia-410m," happen.

""I'm going to take the Bible and I'm going to read it.""

""You're going to read it?""

""I'm going to read it.""

""You're going to read it?""

""I'm going to read it.""

""You"
booktection_01748_A.txt,booktection,1,member,"He took Hayward, and, on looking at the catalogue, saw that Lawson had a picture in it. ""I suppose he sent the card,"" said Philip. ""Let's go and find him, he's sure to be in front of his picture."" This, a profile of Ruth Chalice, was tucked away in a","corner, and Lawson was not far from it. He looked a little lost, in his large soft hat and loose, pale clothes, amongst the fashionable throng that had gathered for the private view.","small corner of the gallery, and when they found it, they saw Lawson standing proudly in front of it, beaming with satisfaction as he listened to the comments of a small group of people. Philip and Hayward made their way through the crowd, exchanging nods and smiles with acquaintances as they went. As they approached,",0,1.0,0.2789968652037617,0.0,-156.46950049884617,llama-3.3-70b-versatile,EleutherAI/pythia-410m," corner of the catalogue.

""I'll go and see,"" said Philip.

""I'll go and see,"" said Philip.

""I'll go and see,"" said Philip.

""I'll go and see,"" said Philip.

""I'll go and see,"" said Philip"
booktection_11208_A.txt,booktection,0,non_member,"He looks us over. You are protected here, so your bodyguards will remain on your boat until I receive the order to send you back to Wuxi. Do you have any questions? Miss Zhao and I shake our heads. Tonight I will send food to your room, he says. Tomorrow","morning, youll be taken to the Great Withinthose rooms in the palace reserved exclusively for women.","we will discuss the details of your stay and the purpose of your visit. In the meantime, please make yourselves at home and do not hesitate to ask for anything you may need. With that, he turns to leave, but not before nodding to the two men standing by the door, who then step forward to escort",0,1.0,0.1966101694915254,0.0,-137.35911548230797,llama-3.3-70b-versatile,EleutherAI/pythia-410m," I will send you a letter.

I look at him. He is a handsome man, with a strong face and a strong body. He is a man of the world, and he is a man of the world. He is a man of the world, and he is a man of the world.
"
booktection_12921_A.txt,booktection,0,non_member,"She was surprised to see one of Arnold Guyot Danas scrapbooks on the library shelf, a fat volume bound in navy blue, Yale: Old and New emblazoned in gold on its spine. Darlington had been obsessed with the scrapbooks dedicated to New Haven and Yale, and had cherished volumes sixteen","through eighteen, which, along with Hiram Bingham IIIs diary, had been pilfered from the Sterling Library years ago to hide vital information on Lethe and the flow of magical artifacts through the city. Alex flipped through the thick pages of newspaper clippings, old photographs, and maps, until her eyes landed on a photo of a group of young men at Morys, all stern-faced, all","and seventeen in particular, which chronicled the university's early years and the development of its iconic architecture. As she gently pulled the scrapbook from the shelf, a faint scent of aged paper and leather wafted up, transporting her back to afternoons spent with Darlington, poring over the yellowed pages",0,1.0,0.2698412698412699,0.0,-174.62740833635326,llama-3.3-70b-versatile,EleutherAI/pythia-410m," and seventeen, which he had kept in his office.

""I'm sorry, sir,"" Darlington said, ""but I don't know what you're talking about.""

""I'm talking about the scrapbooks, Darlington. I'm talking about the fact that you were in the library and you"
booktection_04842_A.txt,booktection,1,member,"For a moment, real hurt registers on his face. Then cold anger replaces it. He turns on his heel and goes. Maybe I have been too spiteful, not given him enough time to explain. Maybe everyone is just trying to protect me by lying to me. I don’t care. I’m","sick of people lying to me for my own good. Because really it’s mostly for their own good. Lie to Katniss about the rebellion so she doesn’t do anything crazy. Send her into the arena without a clue so we can fish her out. Don’t tell her about Peeta’s propo because it might make her sick, and it’s hard enough to get a decent","tired of being treated like a fragile doll that can't handle the truth. I'm tired of being kept in the dark and fed half-truths. I deserve better than that. I deserve to know what's really going on, no matter how painful it might be. I take a deep breath and try to",0,1.0,0.2852760736196319,0.0,-140.58459846396,llama-3.3-70b-versatile,EleutherAI/pythia-410m," done with this.

I’m not going to let this happen again. I’m going to get out of here. I’m going to get out of here and find a way to get out of here. I’m going to find a way to get out of here.

I’"
booktection_03835_A.txt,booktection,1,member,"It is, of course, an indispensable part of a scriveners business to verify the accuracy of his copy, word by word. Where there are two or more scriveners in an office, they assist each other in this examination, one reading from the copy, the other holding the original. It is","a very dull, wearisome, and lethargic affair. I can readily imagine that to some sanguine temperaments it would be altogether intolerable. For example, I cannot credit that the mettlesome poet Byron would have contentedly sat down with Bartleby to examine a law document of, say five hundred pages, closely written in a crimpy hand.","a painstaking process, requiring great attention to detail, as even the smallest error can have significant consequences. In large offices, this task may be delegated to a specific individual, known as a ""proof-reader"" or ""corrector,"" whose sole responsibility is to ensure the accuracy of the copied documents. This person must be meticulous",1,7.279282954186783e-07,0.2046783625730994,0.0,-150.21368788534892,llama-3.3-70b-versatile,EleutherAI/pythia-410m," a very important part of the business, and it is a very important part of the business of a scrivener.

The scrivener's office is a very important part of the business of a scrivener.

The scrivener's office is a very important part of the business of a"
booktection_15862_A.txt,booktection,0,non_member,"Noplease, Reina begged, desperate not to be abandoned. Her chest flared again, punishing her. She moaned and twisted in agony like an earthworm under the sun. Javier, you must heal her! The womans words were faint and far away. Use healing galio. Reina couldnt keep her eyes open any longer.","She knew she was slipping away. Do I look like a nurse to you? In some ways, Reina was grateful for it. Please, act like you have a droplet of human blood in you for once in your life. I command it. She had failed in her journey, right as she was reaching Sadul Fuerte. If anything, she was a fool for thinking she","As her eyelids drooped, she felt a gentle touch on her forehead, and a soothing warmth began to spread through her body. The pain in her chest started to subside, replaced by a calming sensation that seeped into her bones. She heard the soft murmur of Javier's voice, chanting words she",0,1.0,0.2611464968152867,0.0,-131.5907759827096,llama-3.3-70b-versatile,EleutherAI/pythia-410m," She was dying.

""I can't do it, Javier. I can't do it.""

""I know, Reina. I know. I'm sorry. I'm sorry.""

""I'm sorry too. I'm sorry.""

""I'm sorry too. I'm"
booktection_04278_A.txt,booktection,1,member,"After Munich and its environs, we drove north as far as Heidelberg (stopping, looping and zigzagging along the way), took the Autobahn to Basle (Swiss chocolate, Schwitzerdeutsch and a dour sandstone cathedral overlooking the Rhine), then on to Strasbourg (home of stuffed goose livers and great beer), a wild zigzagging","tour of back roads leading more or less toward Paris, then down through the South of France, into Italy (via the Riviera), south as far as Florence, then north again to Verona and Venice, across the Alps, through the Ticino and into Austria again, then north up through Germany once more, then into France, and finally to Paris, for the last time, where the","through the Alsace countryside, where picturesque villages and medieval castles seemed to spring up around every bend, and finally, we crossed the border into Luxembourg, a tiny country with a grand name and an even grander history, where we marveled at the stunning Gothic Revival architecture and sampled some of the local Moselle",0,1.0,0.2352941176470588,0.0,-167.9911901726009,llama-3.3-70b-versatile,EleutherAI/pythia-410m," drive through the Alps, and finally to the city of Strasbourg, where we had a wonderful time.

The next day we drove to the city of Strasbourg, where we had a wonderful time.

The next day we drove to the city of Strasbourg, where we had a"
booktection_02567_A.txt,booktection,1,member,"Jonas blurted out what he was feeling. “I was thinking that . . . well, I can see that it wasn’t a very practical way to live, with the Old right there in the same place, where maybe they wouldn’t be well taken care of, the way they are now,","and that we have a better-arranged way of doing things. But anyway, I was thinking, I mean feeling, actually, that it was kind of nice, then.","""...and it's clear that the Committee of Elders has found a more efficient way to care for them, in the House of the Old,"" Jonas continued, his thoughts spilling out in a rush. ""I mean, it makes sense, doesn't it? To have a special place, with attendants and nurses",0,1.0,0.2754716981132076,0.0,-200.8585755270905,llama-3.3-70b-versatile,EleutherAI/pythia-410m," but I’m not sure that’s the way to go.”

“I’m not sure that’s the way to go,” said the Old. “I’m not sure that’s the way to go.”

“I’m not sure that’s the way to go.”"
booktection_02575_A.txt,booktection,1,member,The speed with which the current caught him was frightening. He felt himself propelled downriver instead of across. The water rushed over his head and he forced himself up through it to catch his breath. In the darkness he could not see how far out into the river he had,"been swept, but he could feel the current; he continued kicking his way across it, even as it pushed him sideways against his will.","been swept, but he could sense the powerful current tugging at him, threatening to pull him under again. He kicked and stroked with all his might, trying to swim against the flow, but it was like fighting a living thing. The river seemed to be dragging him deeper into its depths, further and further from",6,4.725648691805695e-12,0.2918032786885246,0.0,-156.20815884741023,llama-3.3-70b-versatile,EleutherAI/pythia-410m," gone.

He was not sure how long he had been in the river. He could not tell how far he had come. He was not sure how far he had gone. He was not sure how far he had come.

He was not sure how far he had gone.

He was not"
booktection_12332_A.txt,booktection,0,non_member,"I have never had a better nights rest, she replied and gave him her sweetest smile, the sort of smile that could get her father to give her anything. As he sat in his place at the head of the table, Lord Calloways eyes flicked up to Lucys hair, and","the sparkle in his eyes grew. Your hair seems to tell a different story, he said.","his gaze lingered there for a moment, taking in the loose, golden curls that cascaded down her back. He couldn't help but notice the way the morning light danced through the strands, illuminating the subtle hints of red that wove through the blonde. It was a trait she had inherited from her mother,",0,1.0,0.1872909698996655,0.0,-151.48543902905658,llama-3.3-70b-versatile,EleutherAI/pythia-410m," she smiled at him.

""I'm so glad you're here, Lucys. I've been so worried about you.""

""I'm fine, thank you.""

""I'm so glad you're here, Lucys. I've been so worried about you.""

""I'm"
booktection_11432_A.txt,booktection,0,non_member,"There is a gate here too, a working one with a lock and a key. Above the gate in thick stone lettering it says DUBLIN ZOO , but mostly it’s called the shanties because of the types of dwelling that people use here—sheets of whatever is to hand put up","against each other at right angles. The zoo is big, and we aren’t called down there much.","to form makeshift shelters, scraps of wood and corrugated iron hammered together to create ramshackle homes. The air is thick with the smell of smoke and damp earth, and the sound of murmured conversations and clanging pots carries through the air. Despite the makeshift nature of the dwellings, there's a sense",0,1.0,0.1961414790996785,0.0,-174.41461187810637,llama-3.3-70b-versatile,EleutherAI/pythia-410m," in the shanties, and the shanties are built of wood, and the roofs are of wood, and the walls are of wood, and the windows are of wood, and the doors are of wood, and the doors are of wood, and the windows are of wood, and the doors are of wood"
booktection_03904_A.txt,booktection,1,member,"I didn’t want to consider, didn’t want to imagine, but the images came anyway. I’d fantasized about Bella that way too many times, back when there was still a possibility of us , and then long after it was clear that the fantasies would only leave festering sores because there","was no possibility, none at all. I hadn’t been able to help myself then. I couldn’t stop myself now. Bella in my arms, Bella sighing my name . . .","was no reality to back them up. But now, with her standing in front of me, her eyes locked on mine with a mixture of curiosity and wariness, I couldn't help but feel the familiar stirrings of desire. It was like my mind was hardwired to respond to her presence, to conj",2,1.6620348105789162e-05,0.2713754646840148,0.0,-157.795494528953,llama-3.3-70b-versatile,EleutherAI/pythia-410m," was no way I could ever be a real person.

I’d imagined Bella as a girl, a little girl, a little girl who was a little girl, and I’d imagined her as a little girl, and I’d imagined her as a little girl, and I’d imagined her as"
booktection_15147_A.txt,booktection,0,non_member,His hair was cut close to his head and his figure was trim. He looked like he’d just left boot camp. He welcomed Wayne into his office with a two-hand handshake and a sincere look in his eye. It did not make Wayne feel good. Nothing about the man read,"“killer,” and Wayne questioned everything he was about to say and do. I appreciate you seeing me on short notice.” Raymond gave a single nod, his intense gaze trained on Wayne. He saw no trace of recognition, just the widening eyes of a shocked man. Finally, Raymond shook his head. But also, it’s not surprising. None of these companies care about the health of","genuine to him. The firm handshake, the direct gaze, the chiseled features - it all seemed too calculated, too rehearsed. Wayne couldn't shake the feeling that he was being sized up, evaluated, and found wanting. The man's smile, which seemed to be permanently etched on his face,",0,1.0,0.2707182320441988,0.0,-172.02738061454147,llama-3.3-70b-versatile,EleutherAI/pythia-410m," like a man who was going to be a good father.

“I’m sorry, Wayne. I’m really sorry. I’m really sorry. I’m really sorry. I’m really sorry. I’m really sorry. I’m really sorry. I’m really sorry."
booktection_15272_A.txt,booktection,0,non_member,"It’s clear that she’s unimpressed. Also, that she thinks I’m an idiot unworthy of her time, but at least the feeling is mutual there. Her ignorance is comical. It’s the truth. Look—” I pause, then quickly switch gears. She glances down to check it, then quickly deletes it without reading","it first. When her eyes meet mine again, there’s a softness in them, a slither of pity, and I don’t know whether to be offended or grateful. You’re welcome to present your side of things on camera and I will include it in my film. That invite extends to your father as well. But an unsubstantiated affair is as futile as hearsay.” She starts","the rest of the message. I can tell by the way her eyes scan the screen and her thumb moves swiftly over the keyboard. A small, self-satisfied smile plays on her lips, and I can almost hear her thinking she's won some kind of victory by dismissing my words so readily. But I'm not having",0,1.0,0.2668621700879765,0.0,-175.03935997746885,llama-3.3-70b-versatile,EleutherAI/pythia-410m, it. “I’m not a fool. I’m not a fool. I’m not a fool. I’m not a fool. I’m not a fool. I’m not a fool. I’m not a fool. I’m not a fool. I’m not a
booktection_15169_A.txt,booktection,0,non_member,"As you know, it is the last copy in existence. Study my notebooks, which are filled with my best treatments Grandmother, please. Let us have more days together. She shakes her head. I wish I could give you that, but death is coming. My eyes tell me shes right even","as my heart struggles to accept it. I offer to get Grandfather. No, she says, grabbing my hand and holding it with surprising vigor. Just women Before I can protest, she goes on. If you memorize my formulasas I taught you to do when you were a girlI will die content. She tells me of one notebook in particular in which shes recorded her","though my heart refuses to accept it. I feel a lump form in my throat as I try to process the reality of the situation. I look at her frail hands, now wrinkled and weak, but still holding the notebooks that contain the culmination of her life's work. I remember the countless hours she spent poring",0,1.0,0.287833827893175,0.0,-158.08726377040148,llama-3.3-70b-versatile,EleutherAI/pythia-410m," though I know it is not.

I am not sure what to do. I am not sure what to do. I am not sure what to do. I am not sure what to do. I am not sure what to do. I am not sure what to do. I am not sure what to do"
booktection_14881_A.txt,booktection,0,non_member,"She wondered what Alice was doing at the site if she was so uncommitted to the project. Im planting the pomegranate tree. I can see that, Alice said. Her mouth flickered in what might be a smile. Do you want to see the final garden design? Maud said. Im almost","done. I can print it out and mail it to you. I wanted to ask you about a consulting job at my place, Alice said. Theres a plant in one of my fields that I cant get rid of. Id pay you, to state the obvious. You can show me your design then if you want. Maud wasnt sure how she was supposed to","done with it, and I'd love to get your feedback. Alice's expression didn't change, but she nodded slightly, her eyes fixed on the tree as Maud walked over to a large wooden table where the design plans were spread out. Maud began to explain the layout, pointing out the different sections and features",1,6.768818821001332e-06,0.2392026578073089,0.0,-165.60315450839698,llama-3.3-70b-versatile,EleutherAI/pythia-410m, done. Im just about to start. Im just about to start. Im almost done. Im almost done. Im almost done. Im almost done. Im almost done. Im almost done. Im almost done. Im almost done. Im almost done. Im almost done. Im almost done. Im almost done. Im almost
