id,label,run_length,p_rlb,edit_similarity,p_esb,log_p_esb,prefix,ground_truth,target_completion,dataset,membership,esb_score,reference_completion,edit_similarity_target,edit_similarity_reference,delta_edit_similarity,semantic_similarity_target,semantic_similarity_reference,delta_semantic_similarity
booktection_04015_A.txt,1,0,1.0,0.2328767123287671,0.0,-175.5515664080158,"'They must have,' answered Grandpa Joe, 'because soon after that, Fickelgruber's factory started making an ice cream that would never melt, even in the hottest sun. Then Mr Prodnose's factory came out with a chewing-gum that never lost its flavour however much you chewed it. And then Mr Slugworth's factory","began making sugar balloons that you could blow up to huge sizes before you popped them with a pin and gobbled them up. And so on, and so on. And Mr Willy Wonka tore his beard and shouted, ""This is terrible! I shall be ruined! There are spies everywhere! I shall have to close the factory!""'","'started producing a type of candy that would change flavour every five minutes, so you never knew what you were going to get. It was like a never-ending surprise. And then, of course, there was the infamous Mr Salt's factory, which produced a type of salt that made anything you sprinkled it",booktection,member,300.0, came out with a chewing-gum that never lost its flavour. And then Mr Prodnose's factory came out with a chewing-gum that never lost its flavour. And then Mr Slugworth's factory came out with a chewing-gum that never lost its flavour. And then Mr Prodnose,0.23287671232876717,0.23367697594501713,-0.0008002636162499632,0.50402415,0.42489666,0.07912749
booktection_15271_A.txt,0,0,1.0,0.2507288629737609,0.0,-160.8722694059834,"We had no grounds to investigate the Bishops. There were no leads. The evidence was all moot. We couldn’t have searched their home without a warrant. If we would’ve known about the affair, it would’ve been a different story. I believe Fitzpatrick questioned you, didn’t he?” “Don’t do that.” I","shake my head harder, aware of but also indifferent to how petulant I must look. I didn’t know what I saw mattered.” Detective Quinn sips her coffee and sighs again. She also informs me of how she stayed at the office eighteen hours straight trying to get to the bottom of it. And while the trail of intel she has navigated seems impressive, I","""don't do that"" I said, my voice low and even, but a hint of warning creeping in. ""I'm just trying to understand what happened, that's all."" I paused, studying her face for any sign of deception. ""You're not going to tell me anything, are you?"" I asked",booktection,non_member,300.0, said. “I’m not going to do that. I’m not going to do that. I’m not going to do that. I’m not going to do that. I’m not going to do that. I’m not going to do that. I’m not going to do,0.25072886297376096,0.26530612244897955,-0.014577259475218596,0.43860176,0.16869129,0.26991045
booktection_04016_A.txt,1,0,1.0,0.264808362369338,0.0,-158.63059766357765,"'You're a nice boy,' Mr Wonka said, 'but you talk too much. Now then! The very first time I saw ordinary television working, I was struck by a tremendous idea. ""Look here!"" I shouted. ""If these people can break up a photograph into millions of pieces and send the pieces","whizzing through the air and then put them together again at the other end, why can't I do the same thing with a bar of chocolate? Why can't I send a real bar of chocolate whizzing through the air in tiny pieces and then put the pieces together at the other end, all ready to be eaten?""'","'through the air, why can't we do the same with chocolate?' I exclaimed. And that, my dear boy, was the birth of the Wonka Bar. I took that idea and ran with it, experimenting with all sorts of ways to break down chocolate into its constituent parts and reassemble them into something",booktection,member,300.0," to the moon, why can't they do the same with a picture of a man?"" I said. ""Why, Mr Wonka?"" ""Because it's a man,"" he said. ""It's a man!"" I said. ""It's a man!"" he said. ""It's a man!"" I said",0.264808362369338,0.28222996515679444,-0.017421602787456414,0.68136984,0.15147239,0.52989745
booktection_11639_A.txt,0,1,3.080489477724768e-06,0.2409240924092409,0.0,-143.69126279023476,"Lore heaved in deep breaths as she drew closer, willing her stomach to expand, pushing the pain in her head to the edges. She shifted her aching bodyass on the ground, legs bent before her, hands braced behind. A halfhearted struggle made it look like she was trying to get","up and failing, which only sharpened the redheads smile. The girl finally came close enough to touch, though Lore didnt lash out, not yet.","up, but in reality, she was just trying to find a more comfortable position. The ground beneath her was cold and unforgiving, a stark contrast to the warmth she had grown accustomed to. Lore's eyes scanned her surroundings, taking in the familiar sights of the forest floor. The trees towered above her,",booktection,non_member,300.0," up, but she was too weak to move.

""I'm sorry,"" she said, her voice barely audible. ""I'm so sorry.""

""I'm sorry too,"" said the voice. ""I'm sorry I didn't tell you sooner.""

""I'm sorry I didn't tell",0.24092409240924095,0.25757575757575757,-0.016651665166516616,0.5690008,0.37970668,0.1892941
booktection_12281_A.txt,0,0,1.0,0.2844036697247706,2.2688477895164594e-28,-63.65311099588871,"Nick can feel the hard length of him against his stomach and groans. Andy gasps. This feel okay? Nick asks. Yeah. Feels good. Me too. Why did you think youd be bad at this? I said Id be bad at sex. This isnt sex. If you touched my dick, it","would be in about three seconds. Andy laughs, but then his expression sobers. Is that what you want me to do?",I cannot create explicit content. Is there anything else I can help you with?,booktection,non_member,27.64419463870757, would be sex. I said I would be bad at sex. I said I would be bad at sex. I said I would be bad at sex. I said I would be bad at sex. I said I would be bad at sex. I said I would be bad at sex. I said I would be bad,0.2844036697247706,0.2685185185185185,0.015885151206252113,0.021479959,0.20343721,-0.18195724
booktection_05840_A.txt,1,0,1.0,0.2702702702702703,0.0,-195.35289331618696,"“Not he,” said the Dwarf. “I saw the face and I heard the snarl. He only wanted Little Girl for his breakfast. And talking of breakfast, I didn’t want to discourage your Majesties when you said you hoped King Caspian would give you a good one: but meat’s precious scarce","in camp. And there’s good eating on a bear. It would be a shame to leave the carcass without taking a bit, and it won’t delay us more than half an hour. I dare say you two youngsters—Kings, I should say—know how to skin a bear?”","""and bread's even scarcer,"" the Dwarf continued, his voice low and serious. ""We've had to ration it for weeks now. But I suppose that's not what you're here to talk about. You want to know about the beast that attacked us, don't you?"" He eyed the two monarchs",booktection,member,300.0,", and I’m not sure I’d be able to get it. I’d rather have a good one than a bad one.”

“I’m sure you’d be very glad to have it,” said the Dwarf. “I’m sure you’d be very glad to have",0.2702702702702703,0.2763157894736842,-0.006045519203413896,0.30657047,0.1786066,0.12796387
booktection_01385_A.txt,1,0,1.0,0.2983606557377048,0.0,-182.2703272699728,"Langdon was pleased to find the basilica relatively quiet this afternoon. There were still throngs of people, but at least there was room to maneuver. Weaving in and out of various groups, Langdon guided Ferris and Sienna toward the west window, where visitors could step outside and see the horses","on the balcony. Despite Langdon’s confidence in their ability to identify the doge in question, he remained concerned about the step they’d have to take after that—locating the doge himself.","...of the Apocalypse, the four majestic stone creatures that adorned the exterior of the basilica. As they emerged into the bright sunlight, Langdon couldn't help but feel a sense of awe at the sheer scale and beauty of the horses. Their intricate carvings seemed to come alive in the fading light of day,",booktection,member,300.0," and mules.

""I'm not sure I like the way they're moving,"" he said. ""I think they're trying to get away from the crowds.""

""I don't think they're trying to get away from the crowds,"" Sienna said. ""They're just trying to get away",0.29836065573770487,0.25877192982456143,0.03958872591314344,0.44376153,0.24617288,0.19758865
booktection_12538_A.txt,0,0,1.0,0.2848101265822784,0.0,-142.9892541859299,"I respect you, but shit. This heres another weird idea, bro, like your explodin salt. They proceed a few steps into the upstairs hall, something crunching underfoot, before Aleem stops and slowly brooms the light from baseboard to baseboard. All is dry here. The stain is worn off the tongue-in-grove","hardwood, and the planks are cupped. Hundreds of dead beetles lay in regiments like a vast defeated army under a thin shroud of gray dust. No one could pass this way without leaving a trail of disturbed dust and scattered bugs. Leading the way down the stairs to the swamp, Aleem says, I know you heard of the Bible.","floorboards, but the faint scent of dampness still lingers in the air. Aleem's eyes narrow as he inspects the baseboards more closely, his brow furrowed in concentration. ""You see this, bro?"" he says, his voice low and even. ""This is no ordinary water damage.",booktection,non_member,300.0,", and the floor is a little damp.

""What the fuck?"" Aleem says.

""I'm not sure,"" I say. ""I'm not sure if I should be here or not.""

""You're not sure?""

""I'm not sure if I should be here",0.28481012658227844,0.2626582278481012,0.022151898734177222,0.36289573,0.23602419,0.12687154
booktection_12664_A.txt,0,0,1.0,0.2610062893081761,0.0,-151.11940960079664,"Clytemnestras head jerks up. She looks at her younger sister. My own father betrayed me, Clytemnestra says. Helen stirs a little, surprised to hear it. He did, Timandra says. But others supported Agamemnon. Some servants and Cynisca. Cynisca, Helen repeats, frowning. Yes. Timandra looks tentatively at Clytemnestra before going on.","She followed me in the street. She hit my head and left me unconscious so I wouldnt come to help. Clytemnestra stands, her palms sweating. She takes the bowl of food and starts eating the bread, slowly. Timandra and Helen look at each other, torn between fear and relief. Why would Cynisca do such a thing? Helen asks.","Clytemnestra's expression remains unreadable, but a faint tremble runs through her voice as she speaks. Cynisca, the one who stood by him, who helped him. Timandra hesitates, unsure how to proceed. Helen, sensing a shift in the atmosphere, leans forward, her eyes",booktection,non_member,300.0," She is not a woman to be trusted. She is a woman to be feared.

""I am not afraid of you,"" she says. ""I am not afraid of you.""

""I am not afraid of you,"" Clytemnestra says. ""I am not afraid of you.""

",0.26100628930817615,0.26100628930817615,0.0,0.7332514,0.48652512,0.24672627
booktection_07269_A.txt,1,0,1.0,0.268361581920904,0.0,-173.3433090542676,"She was eight years old, living where she always had, Orfanotrofio di Siena , a Catholic orphanage near Florence, deserted by parents she never knew. It was raining that day. The nuns had called for her twice to come to dinner, but as always she pretended not to hear. She","lay outside in the courtyard, staring up at the raindrops . . . The nuns called again, threatening that pneumonia might make an insufferably headstrong child a lot less curious about nature. She didn’t know him. He was new there. Vittoria waited for him to grab her and drag her back inside. But he didn’t. Instead, to her wonder, he lay down beside her,","was hiding in her favorite spot, a small alcove behind a stack of dusty crates in the orphanage's storage room. The smell of old books and moldy bread filled her nostrils as she huddled in the corner, watching the raindrops slide down the grimy windows like tiny tears. She had always felt",booktection,member,300.0," was too busy with her dolls, her books, her books, her books, her books, her books, her books, her books, her books, her books, her books, her books, her books, her books, her books, her books, her books, her books, her books, her books",0.268361581920904,0.2655367231638418,0.0028248587570621764,0.50996333,0.24609753,0.2638658
booktection_14754_A.txt,0,0,1.0,0.2662721893491124,0.0,-161.64154900354333,"If you do not admit kindness from others, you cannot be surprised when they fail to offer any. I dont see what that has to do with your arm, I muttered, more to end the conversation than anything. To my surprise, he did not persist in arguing the point, merely","gave a breath of laughter and went to fix tea. Within the span of a single day, I learned more of the ways of the Ljosland Folk than I gleaned during the entirety of my research heretofore. In the space of two weeks, I may have gathered enough material for not only a chapter, but an entire book. To summarize broadly: the interactions of","nodded and said, ""Fair enough. I suppose I was just trying to make a connection between the way we treat others and the way they treat us."" He paused, studying his arm, which was still wrapped in a makeshift bandage. ""But I suppose that's not what you're concerned about right now.""",booktection,non_member,300.0," nodding his head.

""I am not a fool, I know that. I know that. I know that. I know that. I know that. I know that. I know that. I know that. I know that. I know that. I know that. I know that. I know that",0.26627218934911245,0.2603550295857988,0.00591715976331364,0.113566,0.1268932,-0.013327211
booktection_15422_A.txt,0,0,1.0,0.2429022082018928,0.0,-140.6195017322898,"She had not come across an assortment of feathers and nails like this; it didnt look like any of the amarres Araceli might buy. Why dont we talk to Abel? Montserrat asked, as she began stuffing the contents back inside the envelope. And ask him what, if hes signed up","for the hex-a-lot club of the month? Dont be a dick. We need to hand him his mail anyway. Great. We can hire an exorcist after that. Yeah, Im sure therere a few in the Yellow Pages. You think I was drunk and made this all up, dont you? Tristn stared at her, and Montserrat stared back until finally she let out a sigh","Montserrat's eyes narrowed slightly as she carefully placed the last of the items back into the envelope, her fingers brushing against the soft feathers and the sharp edges of the nails. ""What do you think he'll say?"" she asked, her voice low and cautious.

Ana shook her head, her dark hair bobbing as she",booktection,non_member,300.0," for the next round of the tournament, he will do.

""I will do what I can,"" Montserrat said. ""I will do what I can.""

""I will do what I can,"" Abel said. ""I will do what I can.""

""I will do what",0.2429022082018928,0.2902208201892744,-0.04731861198738163,0.37895668,0.19205682,0.18689986
booktection_16042_A.txt,0,0,1.0,0.2980769230769231,0.0,-153.0830938455183,"Can’t you see that? He’s stringing you along so that you’ll keep taking your clothes off for him.” Her face is whiter than salt, her eyes bloodshot. She moves away from me, wordless, and I follow her. I am relentless once I get started. The threads of my self-control are","starting to fray, and I feel the rush of fear and temptation that have caused me so much harm. I beg you. Stop selling yourself to a man who doesn’t deserve you. I’ve got to move on soon anyway, I’ve got to go to my father. You can come with me. We’ll look after each other. We don’t need men.” She rounds on me.","...beginning to fray, and I can feel the familiar tug of anger and frustration pulling me forward. We step out into the cool night air, the sounds of the city muffled by the distance. She walks quickly, her heels clicking on the pavement, and I match her pace, my eyes fixed on the back",booktection,non_member,300.0," so tight that I can’t even think of what to do. I’m so angry that I can’t even think of anything.

I’m so angry that I can’t even think of anything.

I’m so angry that I can’t even think of anything.
",0.29807692307692313,0.28525641025641024,0.012820512820512886,0.34185702,0.242703,0.09915401
booktection_01406_A.txt,1,0,1.0,0.1792114695340502,0.0,-149.23304687067866,"Rochester approves you at any rate, you have often felt as if he did; and last night remember his words; remember his look; remember his voice!"" I well remembered all language, glance and tone seemed at the moment vividly renewed. I was now in the school-room. Adle was drawing. I",bent over her and directed her pencil. She looked up with a sort of start.,"was sitting at the table, trying to concentrate on my lessons, but my mind kept wandering back to the events of the previous night. I couldn't help but feel a flutter in my chest as I recalled Mr. Rochester's words, his piercing gaze, and the low, husky tone of his voice. It was",booktection,member,300.0," was in the school-room.

""I am going to tell you a story,"" said Adle. ""I am going to tell you a story. I am going to tell you a story. I am going to tell you a story. I am going to tell you a story. I am going to",0.1792114695340502,0.2018779342723005,-0.02266646473825029,0.2679177,0.2574495,0.010468185
booktection_03817_A.txt,1,0,1.0,0.2755905511811023,0.0,-158.54890162544325,"Remember when the time comes that I forgive you. But please don't ask me to eat anything, especially boiled pork and greens. Boiled pork and greens are so unromantic when one is in affliction."" Exasperated, Marilla returned to the kitchen and poured out her tale of woe to Matthew, who,","between his sense of justice and his unlawful sympathy with Anne, was a miserable man. ""Well now, she shouldn't have taken the brooch, Marilla, or told stories about it,"" he admitted, mournfuly surveying his plateful of unromantic pork and greens as if he, like Anne, thought it a food unsuited to crises of feeling, ""but she's such a little thing-such an interesting little thing.","as usual, listened with a sympathetic ear and a gentle smile. He had heard it all before, of course, but he never grew tired of hearing Marilla's stories, and he always made her feel better with his quiet understanding and his willingness to listen. As she finished her tale, he put down the newspaper he",booktection,member,300.0," in turn, was so distraught that he had to be carried to the hospital.

""I'm so sorry,"" Matthew said, ""but I can't eat anything. I'm so sorry.""

""I know,"" Marilla said, ""but I can't help it. I'm so sorry",0.2755905511811023,0.24671916010498685,0.02887139107611547,0.5712536,0.47022623,0.10102737
booktection_15786_A.txt,0,0,1.0,0.2576687116564417,0.0,-147.22036100551486,"Into what? Your uniform, of course. Mrs. Baker steps away from the door, allowing me to peek inside. The room is small but tidy. Butter yellow walls, a dresser, a reading chair, a large bookshelf blessedly filled with books. Theres even a view of the ocean, which under different circumstances","would make my heart sing. But Im too focused on the bed and the white nurses uniform sitting on top of it, folded as neatly as a napkin in a fancy restaurant. If it doesnt fit properly, I can find a seamstress wholl be able to do some alterations, Mrs. Baker says. I eye the uniform like its a ticking time bomb. You seriously","...would have been a lovely sight to wake up to every morning. But for now, it's just a reminder of the isolation that comes with being a cadet at the prestigious Ravenswood Academy. I take a deep breath, trying to shake off the feeling of unease that's been building up inside me since I",booktection,non_member,300.0," might have been a good thing.

""I'm sorry, I didn't mean to interrupt.""

""No, it's all right. I just wanted to see if you were all right.""

""I'm fine.""

""I'm sorry I didn't tell you.""

""",0.2576687116564417,0.23619631901840488,0.021472392638036797,0.24119437,0.045121647,0.19607273
booktection_02254_A.txt,1,3,5.422635851459746e-08,0.2418300653594771,0.0,-148.95493192735012,"The overloaded and unwieldy sled forged ahead, Buck and his mates struggling frantically under the rain of blows. A hundred yards ahead the path turned and sloped steeply into the main street. It would have required an experienced man to keep the top-heavy sled upright, and Hal was not such","a man. As they swung on the turn the sled went over, spilling half its load through the loose lashings.","a man. The sled careened wildly, threatening to tip over at any moment, and Buck's heart sank as he realized they were heading straight for the main street. The sound of shouting and laughter from the onlookers grew louder, and Buck could see the faces of the townspeople pressed against the windows of the",booktection,member,300.0," a man. He was a good-natured, good-hearted fellow, and he had a good heart.

""I'll be back,"" he said, and he was.

Buck and his mates were not so lucky. They were caught in the middle of the street, and the sled was",0.24183006535947715,0.25462962962962965,-0.012799564270152497,0.5266162,0.47892225,0.047693968
booktection_03326_A.txt,1,0,1.0,0.2065573770491803,0.0,-140.91054079681635,"The night was very dark and it was difficult for me to see. Then the moon came up and I found the stockade. When I saw the red light of a fire outside the cabin, I stopped. This was strange; my companions usually made a fire inside the cabin. Slowly,","quietly, I went towards the cabin on my hands and knees. At the door I stood up and looked inside.","I approached the cabin, my heart beating slightly faster as I tried to make sense of the situation. The fire outside seemed to be burning steadily, casting flickering shadows on the walls of the cabin. I called out softly, ""Hello? Is anyone there?"" My voice was swallowed by the darkness, and I waited for",booktection,member,300.0, I got up and went to the stockade. I saw the red light of the fire. I went to the stockade and looked. I saw the red light of the fire. I went to the stockade and looked. I saw the red light of the fire. I went to the stockade and looked.,0.2065573770491803,0.2719665271966527,-0.0654091501474724,0.652002,0.30947673,0.34252524
booktection_03028_A.txt,1,1,1.1682087688313914e-06,0.2199312714776632,0.0,-138.771633827826,Barry Kent said he would do me over unless I gave him twenty-five pence every day. I told him that he was wasting his time demanding money with menaces from me. I never have any spare money. My mother puts my pocket money straight into my building-society account and gives,me fifteen pence a day for a Mars bar. Barry Kent said I would have to give him my dinner money!,"me a weekly allowance, which I have to budget carefully to make sure I have enough for the things I need. I told Barry Kent that I couldn't possibly give him twenty-five pence every day, and that he should just leave me alone. But he just laughed and said that he would be back tomorrow, and",booktection,member,300.0, it to me. I have no money. I have no money. I have no money. I have no money. I have no money. I have no money. I have no money. I have no money. I have no money. I have no money. I have no money. I have no money.,0.21993127147766323,0.2570093457943925,-0.03707807431672927,0.7279852,0.27135926,0.45662594
booktection_15486_A.txt,0,0,1.0,0.2693409742120344,0.0,-161.1671804166399,"She is probably looking at Eric the Viking’s Instagram feed right now. This is madness. She could get stuck here for hours. And if it really starts to snow, she could be stuck overnight. Happy bloody Christmas. But there is nowhere to stop, and anyway she’s not even moving. She","knows he will forgive her (in the same way he knew she would fight his corner with his wife). She reaches into the back and rummages in the tote bag filled with their Christmas presents. She bought an old-fashioned stocking filled with Cadbury’s confectionery for Sanjeev – she does this each year, ever since he told her that as a boy it was always","...can't even muster the energy to get out of the car and go find a phone signal. She's been driving for hours, and the GPS has been leading her on a wild goose chase through the countryside. She's starting to think that Eric the Viking's Instagram feed is the least of her problems. The roads",booktection,non_member,300.0,"’s just sitting there, staring at the snow.

“I’m not going to be able to get out of here,” she says. “I’m not going to be able to get out of here. I’m not going to be able to get out of here. I’m not",0.2693409742120344,0.26361031518624645,0.005730659025787954,0.15726337,0.16758315,-0.010319784
booktection_00403_A.txt,1,0,1.0,0.2153284671532846,0.0,-157.39892726950347,"“No, I have no complaint against the wolves, or the Cullens. You came here today to destroy an immortal child. No immortal child exists. This was my mistake, and I take full responsibility for it. But the Cullens are innocent, and you have no reason to still be here. I’m","so sorry,” she said to us, and then she turned her face toward the Volturi witnesses.","""...asking you to leave. You've caused enough harm and destruction in this town, and I won't stand for it. The Cullens have done nothing but try to live in peace, and they've earned the right to do so. You, on the other hand, have shown nothing but aggression and a complete",booktection,member,300.0," sorry, but I have no choice. I have no choice.”

“I’m sorry, but I have no choice. I’m sorry, but I have no choice.”

“I’m sorry, but I have no choice.”

“I’m sorry, but I have no",0.21532846715328469,0.23888888888888893,-0.023560421735604242,0.35831842,0.30822036,0.05009806
booktection_06267_A.txt,1,0,1.0,0.2327586206896551,0.0,-155.7100754948333,"We need not go into that now. For the most part, saving certain gaps I chose to remember, they are written in cypher in those books that tramp has hidden. We must hunt him down. We must get those books again. But the essential phase was to place the transparent","object whose refractive index was to be lowered between two radiating centres of a sort of ethereal vibration, of which I will tell you more fully later. No, not these Rntgen vibrations--I don't know that these others of mine have been described. Yet they are obvious enough. I needed two little dynamos, and these I worked with a cheap gas engine.","mask over the entrance of the cave. It was a crucial step, one that would allow us to track the tramp's movements without him realizing it. The mask was made of a special material that would reflect any light that passed through it, creating a faint glow that would be visible from a distance.

As we stood",booktection,member,300.0,", the transparent, the transparent, the transparent, the transparent, the transparent, the transparent, the transparent, the transparent, the transparent, the transparent, the transparent, the transparent, the transparent, the transparent, the transparent, the transparent, the transparent, the transparent, the transparent, the transparent, the transparent,",0.23275862068965514,0.2178770949720671,0.014881525717588051,0.020151157,0.020201016,-4.9859285e-05
booktection_08853_A.txt,1,0,1.0,0.28099173553719,0.0,-160.28328072372824,"Here he stopped, gathering his forces, and smelled. He had it. He had hold of it tight. The odor came rolling down the rue de Seine like a ribbon, unmistakably clear, and yet as before very delicate and very fine. Grenouille felt his heart pounding, and he knew that it","was not the exertion of running that had set it pounding, but rather his excited helplessness in the presence of this scent. He tried to recall something comparable, but had to discard all comparisons. This scent had a freshness, but not the freshness of limes or pomegranates, not the freshness of myrrh or cinnamon bark or curly mint or birch or camphor or pine","he had found it again. The elusive, the divine scent that had haunted him for so long, the one that had driven him to the brink of madness and back again. He closed his eyes, letting the fragrance wash over him, and his mind began to reel with the possibilities. Where was it coming from? A",booktection,member,300.0," was the smell of the blood.

He had to get out of there. He had to get out of here.

He had to get out of here.

He had to get out of here.

He had to get out of here.

He had to get out of here",0.28099173553719003,0.29476584022038566,-0.01377410468319562,0.4665776,0.34321007,0.12336752
booktection_08730_A.txt,1,0,1.0,0.2426900584795321,0.0,-154.7094583248545,"Miss Chalice, who had a clever dexterity which impressed Lawson notwithstanding his contempt for feminine art, started a picture in which she tried to circumvent the commonplace by leaving out the tops of the trees; and Lawson had the brilliant idea of putting in his foreground a large blue advertisement",of _chocolat Menier_ in order to emphasise his abhorrence of the chocolate box. Philip began now to paint in oils. He experienced a thrill of delight when first he used that grateful medium. He went out with Lawson in the morning with his little box and sat by him painting a panel; it gave him so much satisfaction that he did not realise he,"for a brand of whiskey, which he thought would add a touch of modernity to the scene. Miss Chalice was taken aback by the suggestion, but her artistic curiosity got the better of her, and she agreed to let Lawson add the advertisement to the painting.

As they worked together, Lawson's influence began to",booktection,member,300.0," for a new typewriter.

""I'm going to make a new typewriter,"" he said. ""I'm going to make a new typewriter.""

""I don't want a new typewriter,"" said the girl.

""I want a new typewriter,"" said Lawson.

",0.24269005847953218,0.24269005847953218,0.0,0.37188324,0.15663809,0.21524516
booktection_09650_A.txt,1,4,2.381664444328635e-06,0.3557422969187674,0.0,-112.96753594838084,"At that time the languages and letters were quite different from ours of today. English is used to represent the languages. But two points may be noted. In this story dwarves and dwarvish are used 1 , but only when speaking of the ancient people to whom Thorin Oakenshield and","his companions belonged. It occurs in one or two places but is usually translated goblin (or hobgoblin for the larger kinds). At the time of this tale only the Dwarves made regular use of them, especially for private or secret records. Their runes are in this book represented by English runes, which are known now to few people. If the runes on Thror’s Map","his companions belonged. In all other cases, the word ""dwarves"" is used, but ""dwarvish"" is not. This is because the dwarves of the story, who are the descendants of the ancient people, have developed their own language and culture, which is distinct from that of their ancestors",booktection,member,300.0," his companions belonged.

The other point is that the dwarves are not the same as the dwarves of today. The dwarves of today are dwarves, but the dwarves of the past were dwarves. The dwarves of the past were dwarves, but the dwarves of the present are dwar",0.35574229691876746,0.36414565826330536,-0.008403361344537896,0.55760103,0.5440254,0.0135756135
booktection_07633_A.txt,1,0,1.0,0.3060109289617486,0.0,-162.19964358210564,"Watching their mother die, two young sons felt such rage that they sprang forth as their spirit wolves, though they were not yet men. With their father, they finished the creature. He never changed back to a man again. He lay for one day beside the body of the third","wife, growling whenever anyone tried to touch her, and then he went into the forest and never returned. Taha Aki’s sons guarded the tribe until their sons were old enough to take their places. There were never more than three wolves at a time. It was enough. Occasionally a blood drinker would come through these lands, but they were taken by surprise, not expecting","... creature, a being of darkness and shadow that had taken the form of their mother. The two young sons, still in their wolf forms, stood vigil beside their father, their eyes fixed on the lifeless body of the monster that had destroyed their family. As the sun began to set, their father slowly rose to",booktection,member,300.0," son, and then he was gone.

The third son was a man, and he was a man's son. He was a man's son, and he was a man's son. He was a man's son, and he was a man's son. He was a man's son, and he",0.30601092896174864,0.27595628415300544,0.030054644808743203,0.45891163,0.316855,0.14205661
booktection_13306_A.txt,0,0,1.0,0.2454545454545454,0.0,-189.1986737176776,"I havent dated a writer, but I have a lot of close writer friends, and the only way to survive the menacing voice in your head thats whispering Her book is better than your book; her book is better than your book on a loop is to just pretend she","doesnt have one. I do it all the time! I buy my friends books, but I dont always read them, because I dont like having my deficits spread before me as I am forced to examine them. Maybe this is the self-loathing, mentally unstable personal essayist in me, but I get Berger, and he and Carrie couldve been the dream couple.","doesn't exist. At least, not until you've finished your own manuscript. It's a delicate balance, really - acknowledging the existence of other writers, their talents, and their accomplishments, while also shielding yourself from the inevitable comparisons and doubts that creep in.

I've seen it happen to my friends, the way they",booktection,non_member,300.0,"'s not there.

I'm not a writer, but I have a lot of close writer friends, and the only way to survive the menacing voice in your head thats whispering Her book is better than your book; her book is better than your book on a loop is to just pretend she's not there",0.24545454545454548,0.2857142857142857,-0.04025974025974022,0.58522284,0.49669248,0.08853036
booktection_04488_A.txt,1,0,1.0,0.2248322147651006,0.0,-173.66168425790966,"The sound of our pens going, refreshed us exceedingly, insomuch that I sometimes found it difficult to distinguish between this edifying business proceeding and actually paying the money. In point of meritorious character, the two things seemed about equal. When we had written a little while, I would ask Herbert","how he got on? Herbert probably would have been scratching his head in a most rueful manner at the sight of his accumulating figures. ""They are mounting up, Handel,"" Herbert would say; ""upon my life, they are mounting up."" ""Be firm, Herbert,"" I would retort, plying my own pen with great assiduity.","if he thought we had earned our dinner yet, and he would reply, with a most satisfactory air of consideration, that he was not quite sure. This would lead to a discussion, in which we would weigh the merits of our labors, and I would argue that the mere act of signing our names to a series",booktection,member,300.0," to take a look at the paper, and then I would go to the office and get the money.

""I was very much pleased with the result of the first letter, and I was very much pleased with the second. I was very much pleased with the third, and I was very much pleased with the",0.22483221476510062,0.2516778523489933,-0.02684563758389269,0.23026633,0.19704467,0.033221662
booktection_11656_A.txt,0,0,1.0,0.2602739726027397,0.0,-163.9556514400174,"Gabe slumped a few feet away from her and Bastian, facing the fight, but with his one blue eye scanning back and forth through his mask. The boxer with the bruised lip feinted to the side. The blond one stumbled, a punch overthrown. There, Bastian said. He didnt point, but","angled his chin toward the shadows on the far edge of the ring, a place between streetlights where the dark was deepest.","his gaze flicked towards the blond fighter, and Gabe's head followed, his eye narrowing as he watched the boxer's stumble. The blond one recovered quickly, but Gabe's attention was already on the boxer with the bruised lip, who was now advancing cautiously, his eyes fixed on Bastian. The air",booktection,non_member,300.0," he was looking at the boxer.

""You're not going to win,"" he said.

""I'm not going to win,"" said Gabe.

""You're going to lose,"" said Bastian.

""I'm not going to lose,"" said Gabe.

",0.26027397260273977,0.23333333333333328,0.026940639269406486,0.28441644,0.14304298,0.14137346
booktection_02476_A.txt,1,0,1.0,0.2603773584905661,0.0,-159.7837441059528,"Peter Van Houten wore a white linen suit, tailored to account for his rotundity, a powder-blue dress shirt, and a green tie. He looked like he was dressed for a colonial occupation of Panama, not a funeral. The minister said, “Let us pray,” but as everyone else bowed their head,","I could only stare slack-jawed at the sight of Peter Van Houten. After a moment, he whispered, “We gotta fake pray,” and bowed his head.","Peter Van Houten's eyes remained fixed on the casket, his gaze lingering on the nameplate that read ""Herman J. Keitel"" in elegant gold lettering. He seemed to be searching for something, or perhaps someone, in the somber faces of the mourners. The minister's words,",booktection,member,300.0," he said, “I am not a minister of the gospel, but I am a minister of the gospel.""

The minister then said, ""I am a minister of the gospel, but I am not a minister of the gospel.""

The minister said, ""I am a minister of the gospel, but",0.2603773584905661,0.2564102564102564,0.0039671020803097035,0.47771567,0.24917111,0.22854456
