text,label,title,source,url,date,n_words,n_tokens,length_bucket
"Sevenpence-halfpenny’s worth per week is a good round diet for a child; a great deal may be got for sevenpence-halfpenny, quite enough to overload its stomach, and make it uncomfortable. The elderly female was a woman of wisdom and experience; she knew what was good for children; and she had a very accurate perception of what was good for herself. So, she appropriated the greater part of the weekly stipend to her own use, and consigned the rising parochial generation to even a shorter allowance than was originally provided for them.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,91,116,128
"Thereby finding in the lowest depth a deeper still; and proving herself a very great experimental philosopher. Everybody knows the story of another experimental philosopher who had a great theory about a horse being able to live without eating, and who demonstrated it so well, that he had got his own horse down to a straw a day, and would unquestionably have rendered him a very spirited and rampacious animal on nothing at all, if he had not died, four-and-twenty hours before he was to have had his first comfortable bait of air.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,93,107,128
"Unfortunately for the experimental philosophy of the female to whose protecting care Oliver Twist was delivered over, a similar result usually attended the operation of her system; for at the very moment when the child had contrived to exist upon the smallest possible portion of the weakest possible food, it did perversely happen in eight and a half cases out of ten, either that it sickened from want and cold, or fell into the fire from neglect, or got half-smothered by accident; in any one of which cases, the miserable little being was usually summoned into another world, and there gathered to the fathers it had never known in this.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,110,127,128
"Occasionally, when there was some more than usually interesting inquest upon a parish child who had been overlooked in turning up a bedstead, or inadvertently scalded to death when there happened to be a washing—though the latter accident was very scarce, anything approaching to a washing being of rare occurrence in the farm—the jury would take it into their heads to ask troublesome questions, or the parishioners would rebelliously affix their signatures to a remonstrance.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,75,95,64
"But these impertinences were speedily checked by the evidence of the surgeon, and the testimony of the beadle; the former of whom had always opened the body and found nothing inside (which was very probable indeed), and the latter of whom invariably swore whatever the parish wanted; which was very self-devotional. Besides, the board made periodical pilgrimages to the farm, and always sent the beadle the day before, to say they were going. The children were neat and clean to behold, when they went; and what more would the people have!",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,91,114,128
"It cannot be expected that this system of farming would produce any very extraordinary or luxuriant crop. Oliver Twist’s ninth birthday found him a pale thin child, somewhat diminutive in stature, and decidedly small in circumference. But nature or inheritance had implanted a good sturdy spirit in Oliver’s breast. It had had plenty of room to expand, thanks to the spare diet of the establishment; and perhaps to this circumstance may be attributed his having any ninth birth-day at all.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,80,94,64
"Be this as it may, however, it was his ninth birthday; and he was keeping it in the coal-cellar with a select party of two other young gentleman, who, after participating with him in a sound thrashing, had been locked up for atrociously presuming to be hungry, when Mrs. Mann, the good lady of the house, was unexpectedly startled by the apparition of Mr. Bumble, the beadle, striving to undo the wicket of the garden-gate.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,75,100,128
"“Goodness gracious! Is that you, Mr. Bumble, sir?” said Mrs. Mann, thrusting her head out of the window in well-affected ecstasies of joy. “(Susan, take Oliver and them two brats upstairs, and wash ’em directly.)—My heart alive! Mr. Bumble, how glad I am to see you, sure-ly!”",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,47,81,64
"Now, Mr. Bumble was a fat man, and a choleric; so, instead of responding to this open-hearted salutation in a kindred spirit, he gave the little wicket a tremendous shake, and then bestowed upon it a kick which could have emanated from no leg but a beadle’s.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,47,64,64
"“Lor, only think,” said Mrs. Mann, running out,—for the three boys had been removed by this time,—“only think of that! That I should have forgotten that the gate was bolted on the inside, on account of them dear children! Walk in sir; walk in, pray, Mr. Bumble, do, sir.” Although this invitation was accompanied with a curtsey that might have softened the heart of a churchwarden, it by no means mollified the beadle.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,73,103,128
"“Do you think this respectful or proper conduct, Mrs. Mann,” inquired Mr. Bumble, grasping his cane, “to keep the parish officers a waiting at your garden-gate, when they come here upon porochial business with the porochial orphans? Are you aweer, Mrs. Mann, that you are, as I may say, a porochial delegate, and a stipendiary?” “I’m sure Mr. Bumble, that I was only a telling one or two of the dear children as is so fond of you, that it was you a coming,” replied Mrs. Mann with great humility.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,90,131,128
"Mr. Bumble had a great idea of his oratorical powers and his importance. He had displayed the one, and vindicated the other. He relaxed. “Well, well, Mrs. Mann,” he replied in a calmer tone; “it may be as you say; it may be. Lead the way in, Mrs. Mann, for I come on business, and have something to say.” Mrs. Mann ushered the beadle into a small parlour with a brick floor; placed a seat for him; and officiously deposited his cocked hat and cane on the table before him.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,90,123,128
"Mr. Bumble wiped from his forehead the perspiration which his walk had engendered, glanced complacently at the cocked hat, and smiled. Yes, he smiled. Beadles are but men: and Mr. Bumble smiled. “Now don’t you be offended at what I’m a going to say,” observed Mrs. Mann, with captivating sweetness.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,50,76,64
"“You’ve had a long walk, you know, or I wouldn’t mention it. Now, will you take a little drop of somethink, Mr. Bumble?” “Not a drop. Nor a drop,” said Mr. Bumble, waving his right hand in a dignified, but placid manner. “I think you will,” said Mrs. Mann, who had noticed the tone of the refusal, and the gesture that had accompanied it. “Just a leetle drop, with a little cold water, and a lump of sugar.” Mr. Bumble coughed.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,81,119,128
"“Now, just a leetle drop,” said Mrs. Mann persuasively. “What is it?” inquired the beadle. “Why, it’s what I’m obliged to keep a little of in the house, to put into the blessed infants’ Daffy, when they ain’t well, Mr. Bumble,” replied Mrs. Mann as she opened a corner cupboard, and took down a bottle and glass.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,57,88,64
"“It’s gin. I’ll not deceive you, Mr. B. It’s gin.” “Do you give the children Daffy, Mrs. Mann?” inquired Bumble, following with his eyes the interesting process of mixing. “Ah, bless ’em, that I do, dear as it is,” replied the nurse. “I couldn’t see ’em suffer before my very eyes, you know sir.” “No”; said Mr. Bumble approvingly; “no, you could not. You are a humane woman, Mrs. Mann.” (Here she set down the glass.)",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,76,120,128
"“I shall take a early opportunity of mentioning it to the board, Mrs. Mann.” (He drew it towards him.) “You feel as a mother, Mrs. Mann.” (He stirred the gin-and-water.) “I—I drink your health with cheerfulness, Mrs. Mann”; and he swallowed half of it. “And now about business,” said the beadle, taking out a leathern pocket-book. “The child that was half-baptized Oliver Twist, is nine year old today.” “Bless him!” interposed Mrs. Mann, inflaming her left eye with the corner of her apron.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,83,126,128
"“And notwithstanding a offered reward of ten pound, which was afterwards increased to twenty pound. Notwithstanding the most superlative, and, I may say, supernat’ral exertions on the part of this parish,” said Bumble, “we have never been able to discover who is his father, or what was his mother’s settlement, name, or condition.” Mrs. Mann raised her hands in astonishment; but added, after a moment’s reflection, “How comes he to have any name at all, then?”",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,76,106,128
"The beadle drew himself up with great pride, and said, “I inwented it.” “You, Mr. Bumble!” “I, Mrs. Mann. We name our fondlings in alphabetical order. The last was a S,—Swubble, I named him. This was a T,—Twist, I named him. The next one comes will be Unwin, and the next Vilkins. I have got names ready made to the end of the alphabet, and all the way through it again, when we come to Z.” “Why, you’re quite a literary character, sir!” said Mrs. Mann.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,86,128,128
"“Well, well,” said the beadle, evidently gratified with the compliment; “perhaps I may be. Perhaps I may be, Mrs. Mann.” He finished the gin-and-water, and added, “Oliver being now too old to remain here, the board have determined to have him back into the house. I have come out myself to take him there. So let me see him at once.” “I’ll fetch him directly,” said Mrs. Mann, leaving the room for that purpose.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,74,101,128
"Oliver, having had by this time as much of the outer coat of dirt which encrusted his face and hands, removed, as could be scrubbed off in one washing, was led into the room by his benevolent protectress. “Make a bow to the gentleman, Oliver,” said Mrs. Mann. Oliver made a bow, which was divided between the beadle on the chair, and the cocked hat on the table. “Will you go along with me, Oliver?” said Mr. Bumble, in a majestic voice.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,82,110,128
"Oliver was about to say that he would go along with anybody with great readiness, when, glancing upward, he caught sight of Mrs. Mann, who had got behind the beadle’s chair, and was shaking her fist at him with a furious countenance. He took the hint at once, for the fist had been too often impressed upon his body not to be deeply impressed upon his recollection. “Will she go with me?” inquired poor Oliver. “No, she can’t,” replied Mr. Bumble. “But she’ll come and see you sometimes.” This was no very great consolation to the child.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,97,127,128
"Young as he was, however, he had sense enough to make a feint of feeling great regret at going away. It was no very difficult matter for the boy to call tears into his eyes. Hunger and recent ill-usage are great assistants if you want to cry; and Oliver cried very naturally indeed. Mrs. Mann gave him a thousand embraces, and what Oliver wanted a great deal more, a piece of bread and butter, lest he should seem too hungry when he got to the workhouse.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,86,101,128
"With the slice of bread in his hand, and the little brown-cloth parish cap on his head, Oliver was then led away by Mr. Bumble from the wretched home where one kind word or look had never lighted the gloom of his infant years. And yet he burst into an agony of childish grief, as the cottage-gate closed after him. Wretched as were the little companions in misery he was leaving behind, they were the only friends he had ever known; and a sense of his loneliness in the great wide world, sank into the child’s heart for the first time.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,101,121,128
"Mr. Bumble walked on with long strides; little Oliver, firmly grasping his gold-laced cuff, trotted beside him, inquiring at the end of every quarter of a mile whether they were “nearly there.” To these interrogations Mr. Bumble returned very brief and snappish replies; for the temporary blandness which gin-and-water awakens in some bosoms had by this time evaporated; and he was once again a beadle.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,65,94,64
"Oliver had not been within the walls of the workhouse a quarter of an hour, and had scarcely completed the demolition of a second slice of bread, when Mr. Bumble, who had handed him over to the care of an old woman, returned; and, telling him it was a board night, informed him that the board had said he was to appear before it forthwith. Not having a very clearly defined notion of what a live board was, Oliver was rather astounded by this intelligence, and was not quite certain whether he ought to laugh or cry.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,97,114,128
"He had no time to think about the matter, however; for Mr. Bumble gave him a tap on the head, with his cane, to wake him up: and another on the back to make him lively: and bidding him to follow, conducted him into a large whitewashed room, where eight or ten fat gentlemen were sitting round a table. At the top of the table, seated in an arm-chair rather higher than the rest, was a particularly fat gentleman with a very round, red face. “Bow to the board,” said Bumble.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,91,113,128
"Oliver brushed away two or three tears that were lingering in his eyes; and seeing no board but the table, fortunately bowed to that. “What’s your name, boy?” said the gentleman in the high chair. Oliver was frightened at the sight of so many gentlemen, which made him tremble: and the beadle gave him another tap behind, which made him cry. These two causes made him answer in a very low and hesitating voice; whereupon a gentleman in a white waistcoat said he was a fool. Which was a capital way of raising his spirits, and putting him quite at his ease.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,102,124,128
"“Boy,” said the gentleman in the high chair, “listen to me. You know you’re an orphan, I suppose?” “What’s that, sir?” inquired poor Oliver. “The boy is a fool—I thought he was,” said the gentleman in the white waistcoat. “Hush!” said the gentleman who had spoken first. “You know you’ve got no father or mother, and that you were brought up by the parish, don’t you?” “Yes, sir,” replied Oliver, weeping bitterly. “What are you crying for?” inquired the gentleman in the white waistcoat.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,84,124,128
"And to be sure it was very extraordinary. What could the boy be crying for? “I hope you say your prayers every night,” said another gentleman in a gruff voice; “and pray for the people who feed you, and take care of you—like a Christian.” “Yes, sir,” stammered the boy. The gentleman who spoke last was unconsciously right. It would have been very like a Christian, and a marvellously good Christian too, if Oliver had prayed for the people who fed and took care of him. But he hadn’t, because nobody had taught him.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,94,121,128
"“Well! You have come here to be educated, and taught a useful trade,” said the red-faced gentleman in the high chair. “So you’ll begin to pick oakum tomorrow morning at six o’clock,” added the surly one in the white waistcoat. For the combination of both these blessings in the one simple process of picking oakum, Oliver bowed low by the direction of the beadle, and was then hurried away to a large ward; where, on a rough, hard bed, he sobbed himself to sleep. What a novel illustration of the tender laws of England! They let the paupers go to sleep!",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,101,129,128
"Poor Oliver! He little thought, as he lay sleeping in happy unconsciousness of all around him, that the board had that very day arrived at a decision which would exercise the most material influence over all his future fortunes. But they had. And this was it: The members of this board were very sage, deep, philosophical men; and when they came to turn their attention to the workhouse, they found out at once, what ordinary folks would never have discovered—the poor people liked it!",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,84,99,128
"It was a regular place of public entertainment for the poorer classes; a tavern where there was nothing to pay; a public breakfast, dinner, tea, and supper all the year round; a brick and mortar elysium, where it was all play and no work. “Oho!” said the board, looking very knowing; “we are the fellows to set this to rights; we’ll stop it all, in no time.”",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,67,87,64
"So, they established the rule, that all poor people should have the alternative (for they would compel nobody, not they), of being starved by a gradual process in the house, or by a quick one out of it. With this view, they contracted with the water-works to lay on an unlimited supply of water; and with a corn-factory to supply periodically small quantities of oatmeal; and issued three meals of thin gruel a day, with an onion twice a week, and half a roll of Sundays.",1,Oliver Twist,Oliver Twist,https://www.gutenberg.org/cache/epub/730/pg730-images.html,1838,86,106,128
"My father’s family name being Pirrip, and my Christian name Philip, my infant tongue could make of both names nothing longer or more explicit than Pip. So, I called myself Pip, and came to be called Pip. I give Pirrip as my father’s family name, on the authority of his tombstone and my sister,—Mrs. Joe Gargery, who married the blacksmith.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,60,80,64
"As I never saw my father or my mother, and never saw any likeness of either of them (for their days were long before the days of photographs), my first fancies regarding what they were like were unreasonably derived from their tombstones. The shape of the letters on my father’s, gave me an odd idea that he was a square, stout, dark man, with curly black hair. From the character and turn of the inscription, “Also Georgiana Wife of the Above,” I drew a childish conclusion that my mother was freckled and sickly.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,93,115,128
"To five little stone lozenges, each about a foot and a half long, which were arranged in a neat row beside their grave, and were sacred to the memory of five little brothers of mine,—who gave up trying to get a living, exceedingly early in that universal struggle,—I am indebted for a belief I religiously entertained that they had all been born on their backs with their hands in their trousers-pockets, and had never taken them out in this state of existence. Ours was the marsh country, down by the river, within, as the river wound, twenty miles of the sea.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,101,123,128
My first most vivid and broad impression of the identity of things seems to me to have been gained on a memorable raw afternoon towards evening.,1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,26,27,64
"At such a time I found out for certain that this bleak place overgrown with nettles was the churchyard; and that Philip Pirrip, late of this parish, and also Georgiana wife of the above, were dead and buried; and that Alexander, Bartholomew, Abraham, Tobias, and Roger, infant children of the aforesaid, were also dead and buried; and that the dark flat wilderness beyond the churchyard, intersected with dikes and mounds and gates, with scattered cattle feeding on it, was the marshes; and that the low leaden line beyond was the river; and that the distant savage lair from which the wind was rushing was the sea; and that the small bundle of shivers growing afraid of it all and beginning to cry, was Pip.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,124,163,128
"“Hold your noise!” cried a terrible voice, as a man started up from among the graves at the side of the church porch. “Keep still, you little devil, or I’ll cut your throat!” A fearful man, all in coarse grey, with a great iron on his leg. A man with no hat, and with broken shoes, and with an old rag tied round his head.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,65,80,64
"A man who had been soaked in water, and smothered in mud, and lamed by stones, and cut by flints, and stung by nettles, and torn by briars; who limped, and shivered, and glared, and growled; and whose teeth chattered in his head as he seized me by the chin. “Oh! Don’t cut my throat, sir,” I pleaded in terror. “Pray don’t do it, sir.” “Tell us your name!” said the man.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,72,109,128
"“Quick!” “Pip, sir.” “Once more,” said the man, staring at me. “Give it mouth!” “Pip. Pip, sir.” “Show us where you live,” said the man. “Pint out the place!” I pointed to where our village lay, on the flat in-shore among the alder-trees and pollards, a mile or more from the church. The man, after looking at me for a moment, turned me upside down, and emptied my pockets. There was nothing in them but a piece of bread.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,79,116,128
"When the church came to itself,—for he was so sudden and strong that he made it go head over heels before me, and I saw the steeple under my feet,—when the church came to itself, I say, I was seated on a high tombstone, trembling while he ate the bread ravenously. “You young dog,” said the man, licking his lips, “what fat cheeks you ha’ got.” I believe they were fat, though I was at that time undersized for my years, and not strong.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,84,109,128
"“Darn me if I couldn’t eat ’em,” said the man, with a threatening shake of his head, “and if I han’t half a mind to’t!” I earnestly expressed my hope that he wouldn’t, and held tighter to the tombstone on which he had put me; partly, to keep myself upon it; partly, to keep myself from crying. “Now lookee here!” said the man. “Where’s your mother?” “There, sir!” said I. He started, made a short run, and stopped and looked over his shoulder. “There, sir!” I timidly explained.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,88,128,128
"“Also Georgiana. That’s my mother.” “Oh!” said he, coming back. “And is that your father alonger your mother?” “Yes, sir,” said I; “him too; late of this parish.” “Ha!” he muttered then, considering. “Who d’ye live with,—supposin’ you’re kindly let to live, which I han’t made up my mind about?” “My sister, sir,—Mrs. Joe Gargery,—wife of Joe Gargery, the blacksmith, sir.” “Blacksmith, eh?” said he. And looked down at his leg.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,71,127,128
"After darkly looking at his leg and me several times, he came closer to my tombstone, took me by both arms, and tilted me back as far as he could hold me; so that his eyes looked most powerfully down into mine, and mine looked most helplessly up into his. “Now lookee here,” he said, “the question being whether you’re to be let to live. You know what a file is?” “Yes, sir.” “And you know what wittles is?” “Yes, sir.”",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,81,110,128
"After each question he tilted me over a little more, so as to give me a greater sense of helplessness and danger. “You get me a file.” He tilted me again. “And you get me wittles.” He tilted me again. “You bring ’em both to me.” He tilted me again. “Or I’ll have your heart and liver out.” He tilted me again.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,62,81,64
"I was dreadfully frightened, and so giddy that I clung to him with both hands, and said, “If you would kindly please to let me keep upright, sir, perhaps I shouldn’t be sick, and perhaps I could attend more.” He gave me a most tremendous dip and roll, so that the church jumped over its own weathercock.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,57,72,64
"Then, he held me by the arms, in an upright position on the top of the stone, and went on in these fearful terms:— “You bring me, to-morrow morning early, that file and them wittles. You bring the lot to me, at that old Battery over yonder. You do it, and you never dare to say a word or dare to make a sign concerning your having seen such a person as me, or any person sumever, and you shall be let to live. You fail, or you go from my words in any partickler, no matter how small it is, and your heart and your liver shall be tore out, roasted, and ate. Now, I ain’t alone, as you may think I am. There’s a young man hid with me, in comparison with which young man I am a Angel. That young man hears the words I speak. That young man has a secret way pecooliar to himself, of getting at a boy, and at his heart, and at his liver. It is in wain for a boy to attempt to hide himself from that young man. A boy may lock his door, may be warm in bed, may tuck himself up, may draw the clothes over his head, may think himself comfortable and safe, but that young man will softly creep and creep his way to him and tear him open. I am a keeping that young man from harming of you at the present moment, with great difficulty. I find it wery hard to hold that young man off of your inside. Now, what do you say?”",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,270,328,256
"I said that I would get him the file, and I would get him what broken bits of food I could, and I would come to him at the Battery, early in the morning. “Say Lord strike you dead if you don’t!” said the man. I said so, and he took me down. “Now,” he pursued, “you remember what you’ve undertook, and you remember that young man, and you get home!” “Goo-good night, sir,” I faltered. “Much of that!” said he, glancing about him over the cold wet flat.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,89,120,128
"“I wish I was a frog. Or a eel!” At the same time, he hugged his shuddering body in both his arms,—clasping himself, as if to hold himself together,—and limped towards the low church wall. As I saw him go, picking his way among the nettles, and among the brambles that bound the green mounds, he looked in my young eyes as if he were eluding the hands of the dead people, stretching up cautiously out of their graves, to get a twist upon his ankle and pull him in.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,90,115,128
"When he came to the low church wall, he got over it, like a man whose legs were numbed and stiff, and then turned round to look for me. When I saw him turning, I set my face towards home, and made the best use of my legs. But presently I looked over my shoulder, and saw him going on again towards the river, still hugging himself in both arms, and picking his way with his sore feet among the great stones dropped into the marshes here and there, for stepping-places when the rains were heavy or the tide was in.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,101,118,128
"The marshes were just a long black horizontal line then, as I stopped to look after him; and the river was just another horizontal line, not nearly so broad nor yet so black; and the sky was just a row of long angry red lines and dense black lines intermixed.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,50,57,64
"On the edge of the river I could faintly make out the only two black things in all the prospect that seemed to be standing upright; one of these was the beacon by which the sailors steered,—like an unhooped cask upon a pole,—an ugly thing when you were near it; the other, a gibbet, with some chains hanging to it which had once held a pirate. The man was limping on towards this latter, as if he were the pirate come to life, and come down, and going back to hook himself up again.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,94,114,128
"It gave me a terrible turn when I thought so; and as I saw the cattle lifting their heads to gaze after him, I wondered whether they thought so too. I looked all round for the horrible young man, and could see no signs of him. But now I was frightened again, and ran home without stopping. My sister, Mrs. Joe Gargery, was more than twenty years older than I, and had established a great reputation with herself and the neighbours because she had brought me up “by hand.”",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,89,104,128
"Having at that time to find out for myself what the expression meant, and knowing her to have a hard and heavy hand, and to be much in the habit of laying it upon her husband as well as upon me, I supposed that Joe Gargery and I were both brought up by hand. She was not a good-looking woman, my sister; and I had a general impression that she must have made Joe Gargery marry her by hand.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,79,91,64
"Joe was a fair man, with curls of flaxen hair on each side of his smooth face, and with eyes of such a very undecided blue that they seemed to have somehow got mixed with their own whites. He was a mild, good-natured, sweet-tempered, easy-going, foolish, dear fellow,—a sort of Hercules in strength, and also in weakness. My sister, Mrs. Joe, with black hair and eyes, had such a prevailing redness of skin that I sometimes used to wonder whether it was possible she washed herself with a nutmeg-grater instead of soap.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,92,122,128
"She was tall and bony, and almost always wore a coarse apron, fastened over her figure behind with two loops, and having a square impregnable bib in front, that was stuck full of pins and needles. She made it a powerful merit in herself, and a strong reproach against Joe, that she wore this apron so much. Though I really see no reason why she should have worn it at all; or why, if she did wear it at all, she should not have taken it off, every day of her life.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,92,112,128
"Joe’s forge adjoined our house, which was a wooden house, as many of the dwellings in our country were,—most of them, at that time. When I ran home from the churchyard, the forge was shut up, and Joe was sitting alone in the kitchen. Joe and I being fellow-sufferers, and having confidences as such, Joe imparted a confidence to me, the moment I raised the latch of the door and peeped in at him opposite to it, sitting in the chimney corner.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,82,107,128
"“Mrs. Joe has been out a dozen times, looking for you, Pip. And she’s out now, making it a baker’s dozen.” “Is she?” “Yes, Pip,” said Joe; “and what’s worse, she’s got Tickler with her.” At this dismal intelligence, I twisted the only button on my waistcoat round and round, and looked in great depression at the fire. Tickler was a wax-ended piece of cane, worn smooth by collision with my tickled frame.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,73,103,128
"“She sot down,” said Joe, “and she got up, and she made a grab at Tickler, and she Ram-paged out. That’s what she did,” said Joe, slowly clearing the fire between the lower bars with the poker, and looking at it; “she Ram-paged out, Pip.” “Has she been gone long, Joe?” I always treated him as a larger species of child, and as no more than my equal.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,68,93,64
"“Well,” said Joe, glancing up at the Dutch clock, “she’s been on the Ram-page, this last spell, about five minutes, Pip. She’s a-coming! Get behind the door, old chap, and have the jack-towel betwixt you.” I took the advice. My sister, Mrs. Joe, throwing the door wide open, and finding an obstruction behind it, immediately divined the cause, and applied Tickler to its further investigation.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,65,98,128
"She concluded by throwing me—I often served as a connubial missile—at Joe, who, glad to get hold of me on any terms, passed me on into the chimney and quietly fenced me up there with his great leg. “Where have you been, you young monkey?” said Mrs. Joe, stamping her foot.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,51,66,64
"“Tell me directly what you’ve been doing to wear me away with fret and fright and worrit, or I’d have you out of that corner if you was fifty Pips, and he was five hundred Gargerys.” “I have only been to the churchyard,” said I, from my stool, crying and rubbing myself. “Churchyard!” repeated my sister.",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,56,77,64
"“If it warn’t for me you’d have been to the churchyard long ago, and stayed there. Who brought you up by hand?” “You did,” said I. “And why did I do it, I should like to know?” exclaimed my sister. I whimpered, “I don’t know.” “I don’t!” said my sister. “I’d never do it again! I know that. I may truly say I’ve never had this apron of mine off since born you were. It’s bad enough to be a blacksmith’s wife (and him a Gargery) without being your mother.”",1,Great Expectations,Great Expectations,https://www.gutenberg.org/cache/epub/1400/pg1400-images.html,1861,90,127,128
